repo_name,build_tool,path,instruction_missed,instruction_covered,branch_missed,branch_covered,line_missed,line_covered,complexity_missed,complexity_covered,method_missed,method_covered
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/page-object/test-automation
",48,230,2,2,17,62,3,23,1,23
authme/authmereloaded,maven,"authme_authmereloaded
",15014,37122,1300,1997,2963,7630,1386,2514,571,1669
apache/druid,maven,"apache_druid/extensions-core/stats
",626,2815,98,226,107,602,108,246,33,159
hazelcast/hazelcast-code-samples,maven,"hazelcast_hazelcast-code-samples/hazelcast-integration/spring-hibernate-2ndlevel-cache
",33,98,0,0,7,24,5,9,5,9
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/converter
",167,337,48,20,1,35,37,26,3,26
dropwizard/dropwizard,maven,"wizard_dropwizard/dropwizard-json-logging
",64,1649,14,64,20,308,27,115,13,90
dropwizard/dropwizard,maven,"wizard_dropwizard/dropwizard-logging
",487,2298,56,104,125,610,85,212,40,177
wildfly/quickstart,maven,"wildfly_quickstart/spring-kitchensink-springmvctest
",81,120,6,0,20,30,7,17,4,17
apache/druid,maven,"apache_druid/extensions-core/testing-tools
",30,98,1,5,9,28,4,14,3,12
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-client
",17228,93,1606,5,3609,25,1543,8,728,7
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/decorator
",3,84,0,0,1,27,1,12,1,12
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.voice.mactts
",542,0,30,0,111,0,36,0,21,0
spring-projects/spring-data-neo4j,maven,"ing-projects_spring-data-neo4j
",21133,13381,1601,793,4045,2875,1942,1145,1030,840
dropwizard/dropwizard,maven,"wizard_dropwizard/dropwizard-jersey
",1181,2863,136,182,260,661,173,285,81,216
apache/druid,maven,"apache_druid/sql
",5126,33402,787,2362,928,7757,825,2558,170,1603
querydsl/querydsl,maven,"querydsl_querydsl/querydsl-jdo
",488,1899,52,168,96,417,77,142,36,73
dropwizard/dropwizard,maven,"wizard_dropwizard/dropwizard-util
",493,2220,63,129,109,426,74,184,28,120
apache/incubator-inlong,maven,"apache_incubator-inlong/inlong-dataproxy-sdk
",16536,423,1463,15,3759,128,1282,22,544,21
qos-ch/slf4j,maven,"qos-ch_slf4j/slf4j-api
",1985,2491,273,208,615,714,436,292,245,235
hazelcast/hazelcast-code-samples,maven,"hazelcast_hazelcast-code-samples/cluster-split-brain-protection
",315,66,6,7,82,16,13,7,9,4
mybatis/spring-boot-starter,maven,"mybatis_spring-boot-starter/mybatis-spring-boot-test-autoconfigure
",14,50,3,4,1,13,3,9,0,8
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/dependency-injection
",3,127,0,0,1,38,1,18,1,18
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-docs
",8717,0,229,0,2193,0,511,0,395,0
spring-cloud/spring-cloud-netflix,maven,"ing-cloud_spring-cloud-netflix/spring-cloud-netflix-eureka-client
",3058,4530,347,221,534,983,379,420,169,346
wildfly/quickstart,maven,"wildfly_quickstart/tasks-jsf
",546,0,54,0,156,0,82,0,55,0
librepdf/openpdf,maven,"ibrepdf_openpdf/openpdf
",162477,96448,15911,4976,31551,14597,13276,3387,3926,1926
asciidoctor/asciidoctor-maven-plugin,maven,"asciidoctor_asciidoctor-maven-plugin
",789,4086,88,334,187,869,118,327,48,186
eclipse/hawkbit,maven,"ipse_hawkbit/hawkbit-rest/hawkbit-mgmt-api
",2140,72,25,1,780,21,513,12,500,12
cdk/cdk,maven,"k_cdk/storage/libiomd
",116,686,25,77,23,165,28,55,5,27
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/event-driven-architecture
",3,123,1,1,1,32,2,18,1,18
apache/jena,maven,"apache_jena/jena-jdbc/jena-jdbc-core
",15729,934,1342,105,3139,196,1691,98,986,63
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/parameter-object
",3,207,1,5,1,48,2,26,1,24
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/state
",3,101,0,2,1,36,1,15,1,14
apache/druid,maven,"apache_druid/extensions-core/druid-aws-rds-extensions
",42,99,1,1,15,17,3,8,2,8
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/prototype
",240,500,67,43,1,76,68,51,13,51
pippo-java/pippo,maven,"ippo-java_pippo/pippo-session-parent/pippo-session
",711,291,62,6,183,69,106,21,72,21
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/execute-around
",3,32,0,0,1,11,1,3,1,3
orientechnologies/orientdb,maven,"ientechnologies_orientdb/object
",14642,7707,2096,964,3256,1814,1910,604,655,321
orientechnologies/orientdb,maven,"ientechnologies_orientdb/lucene
",3384,12473,306,740,792,2753,460,919,205,648
cdk/cdk,maven,"k_cdk/tool/charges
",1968,4186,248,283,384,703,175,173,8,65
apache/druid,maven,"apache_druid/extensions-core/druid-ranger-security
",151,102,21,7,33,26,17,6,4,5
ctripcorp/apollo,maven,"tripcorp_apollo/apollo-mockserver
",17,354,1,17,5,80,1,23,0,15
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/table-module
",6,322,4,26,0,61,4,31,0,20
apache/jena,maven,"apache_jena/jena-extras/jena-commonsrdf
",257,1195,39,93,59,279,65,158,30,127
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/filterer
",348,276,74,6,7,55,53,29,15,27
knowm/xchange,maven,"knowm_xchange/xchange-upbit
",1357,281,51,1,369,98,162,29,135,29
betonquest/betonquest,maven,"betonquest_betonquest
",79118,1628,7110,158,15458,346,6100,153,2400,82
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/partial-response
",3,255,0,8,1,51,1,13,1,9
pippo-java/pippo,maven,"ippo-java_pippo/pippo-session-parent/pippo-session-hazelcast
",6,37,0,0,3,11,1,6,1,6
yegor256/qulice,maven,"yegor256_qulice/qulice-spi
",376,145,64,14,42,36,57,11,19,10
assertj/assertj-core,maven,"assertj_assertj-core
",6616,93297,586,5246,1314,17336,1338,9609,819,7203
orbisgis/h2gis,maven,"bisgis_h2gis/h2gis-network
",319,3196,18,260,49,638,22,204,5,82
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/multiton
",3,365,0,0,1,56,1,8,1,8
knowm/xchange,maven,"knowm_xchange/xchange-yobit
",2515,28,133,0,578,5,211,2,143,2
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/thread-pool
",6,247,0,2,3,32,1,15,1,14
apache/druid,maven,"apache_druid/extensions-core/google-extensions
",829,1313,42,72,158,303,83,106,49,83
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/fluentinterface
",7,776,3,51,2,170,4,89,1,65
apache/helix,maven,"apache_helix/metadata-store-directory-common
",70,844,13,85,9,164,16,64,3,28
orientechnologies/orientdb,maven,"ientechnologies_orientdb/graphdb
",14992,15337,2052,1500,2971,3453,1883,943,511,530
javamoney/jsr354-ri,maven,"javamoney_jsr354-ri/moneta-convert/moneta-convert-base
",1112,474,88,20,207,105,96,35,46,31
cdk/cdk,maven,"k_cdk/tool/formula
",1080,10312,205,922,196,1699,196,637,18,249
orbisgis/h2gis,maven,"bisgis_h2gis/postgis-jts
",3930,40,195,1,1001,14,592,6,485,6
fridujo/rabbitmq-mock,maven,"fridujo_rabbitmq-mock
",254,4777,22,180,45,1027,52,502,31,422
apache/unomi,maven,"apache_unomi/metrics
",484,224,34,16,96,56,45,19,25,14
pippo-java/pippo,maven,"ippo-java_pippo/pippo-session-parent/pippo-session-spymemcached
",159,0,6,0,42,0,15,0,12,0
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/promise
",30,484,1,15,14,145,4,50,3,43
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.caddx
",7691,9650,618,34,1914,978,652,28,318,16
jenkinsci/docker-plugin,maven,"jenkinsci_docker-plugin
",10028,7485,905,610,2263,1724,1125,664,529,495
pmd/pmd,maven,"md_pmd/pmd-dart
",25600,1830,1554,25,6438,51,2565,25,1725,14
elastic/apm-agent-java,maven,"astic_apm-agent-java/apm-agent-plugin-sdk
",144,110,13,11,37,29,29,14,21,10
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/jms-quickstart
",103,0,2,0,29,0,12,0,11,0
apache/curator,maven,"apache_curator/curator-test
",1904,961,132,54,513,237,215,72,130,64
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.draytonwiser
",4160,794,371,41,939,175,570,78,373,66
knowm/xchange,maven,"knowm_xchange/xchange-bitfinex
",13381,1731,1044,71,2199,406,1420,180,871,156
pmd/pmd,maven,"md_pmd/pmd-core
",39408,36761,3723,2583,8462,8541,4159,3234,1933,2262
jenkinsci/github-branch-source-plugin,maven,"jenkinsci_github-branch-source-plugin
",10778,11614,1249,1004,2351,2793,1160,925,360,590
nlpchina/elasticsearch-sql,maven,"hina_elasticsearch-sql
",45272,0,4649,0,9683,0,3795,0,1366,0
knowm/xchange,maven,"knowm_xchange/xchange-bitmex
",9420,449,352,4,1630,114,900,79,719,77
apache/cxf,maven,"apache_cxf/distribution/src/main/release/samples/java_first_jaxws
",258,59,8,0,65,13,23,6,19,6
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.dbquery
",330467,7018,32705,638,82646,1734,35106,563,18501,391
apache/syncope,maven,"apache_syncope/client/idrepo/console
",73759,6432,3053,172,13516,1327,4996,429,3338,391
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.dwdunwetter
",560,1327,64,75,125,281,59,115,21,77
knowm/xchange,maven,"knowm_xchange/xchange-bitcoinde
",9896,2967,1525,68,808,820,1175,343,391,327
cdk/cdk,maven,"k_cdk/base/data
",2427,14748,416,1309,467,3223,458,1339,117,811
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.bsblan
",1007,385,110,28,250,86,101,45,45,28
cloudburstmc/nukkit,maven,"udburstmc_nukkit
",260977,1442,22171,108,51392,314,23892,144,12516,110
knowm/xchange,maven,"knowm_xchange/xchange-blockchain
",309,109,0,0,53,39,39,9,39,9
apache/commons-compress,maven,"apache_commons-compress
",18497,113263,2965,8651,3491,21980,2916,7146,523,3640
cdk/cdk,maven,"k_cdk/base/isomorphism
",9636,5664,1205,708,1841,1046,1055,509,385,188
mcmmo-dev/mcmmo,maven,"mcmmo-dev_mcmmo
",93543,7165,9919,355,19378,1396,8748,359,3601,220
apache/syncope,maven,"apache_syncope/common/am/lib
",4964,45,126,0,1366,16,621,10,558,10
awslabs/aws-athena-query-federation,maven,"awslabs_aws-athena-query-federation/athena-tpcds
",400,318,21,25,60,62,28,27,14,14
knowm/xchange,maven,"knowm_xchange/xchange-btcc
",199,121,2,0,37,51,17,22,16,22
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.bluetooth.daikinmadoka
",3616,542,310,24,882,110,364,30,192,21
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-structures-dstu3
",1020,1732,139,189,192,401,151,104,45,45
knowm/xchange,maven,"knowm_xchange/xchange-serum
",1658,117,61,6,409,27,145,9,112,7
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/microprofile-fault-tolerance-quickstart
",389,0,12,0,86,0,28,0,22,0
dcm4che/dcm4che,maven,"m4che_dcm4che/dcm4che-conf/dcm4che-conf-api
",968,200,71,29,199,46,109,21,68,12
knowm/xchange,maven,"knowm_xchange/xchange-lakebtc
",1451,317,46,2,312,100,110,42,86,41
pac4j/pac4j,maven,"ac4j_pac4j/pac4j-cas
",1990,1237,85,69,349,288,156,97,104,72
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.lametrictime
",14326,2574,1085,149,3796,600,1639,223,1051,184
mvndaemon/mvnd,maven,"mvndaemon_mvnd/native
",487,585,70,44,119,137,63,30,14,22
spring-projects/spring-data-couchbase,maven,"ing-projects_spring-data-couchbase
",19702,7666,1377,477,3603,1646,1903,575,1104,423
pac4j/pac4j,maven,"ac4j_pac4j/pac4j-sql
",119,334,2,14,17,82,10,19,8,13
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/matsim
",77254,155931,7386,10789,17298,35214,7960,11236,3128,6901
mybatis/guice,maven,"mybatis_guice
",2359,5556,267,266,354,1429,262,523,55,458
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.knx
",78104,9259,6846,46,15135,1168,6432,232,2921,224
pac4j/pac4j,maven,"ac4j_pac4j/pac4j-http
",1551,1387,122,52,230,370,150,107,74,96
dcm4che/dcm4che,maven,"m4che_dcm4che/dcm4che-conf/dcm4che-conf-json
",2004,2854,272,211,543,716,263,181,41,74
knowm/xchange,maven,"knowm_xchange/xchange-ripple
",2228,2118,162,80,439,681,207,324,115,295
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/mongodb-panache-quickstart
",232,0,0,0,50,0,31,0,31,0
hapifhir/hapi-fhir,maven,"hapifhir_hapi-fhir/hapi-fhir-validation
",1500,10473,215,577,356,2279,291,522,108,280
dcache/dcache,maven,"ache_dcache/modules/dcache-vehicles
",14366,668,746,33,3884,133,2073,54,1689,46
knowm/xchange,maven,"knowm_xchange/xchange-cryptowatch
",656,705,31,14,119,180,74,69,54,66
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.surepetcare
",3655,772,257,33,761,163,258,57,120,45
matsim-org/matsim-libs,maven,"matsim-org_matsim-libs/contribs/signals
",10648,20567,982,1793,2308,4337,1122,1538,489,779
pac4j/pac4j,maven,"ac4j_pac4j/pac4j-oidc
",3301,1038,203,49,749,261,308,94,189,87
knowm/xchange,maven,"knowm_xchange/xchange-coinmarketcap
",2498,292,169,1,508,101,231,43,146,43
mvndaemon/mvnd,maven,"mvndaemon_mvnd/integration-tests/src/test/projects/delete-repo
",0,5,0,0,0,2,0,2,0,2
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.pushover
",1790,272,154,18,350,61,157,24,75,19
spring-cloud/spring-cloud-consul,maven,"ing-cloud_spring-cloud-consul/spring-cloud-consul-integration-tests/spring-cloud-consul-configdata-retry-tests
",5,3,0,0,2,1,1,1,1,1
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.senechome
",3268,206,85,15,439,44,94,12,50,6
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/openapi-swaggerui-quickstart
",66,0,0,0,16,0,7,0,7,0
undera/jmeter-plugins,maven,"undera_jmeter-plugins/tools/pde
",582,319,62,6,127,67,38,16,5,15
hawtio/hawtio,maven,"hawtio_hawtio/platforms/hawtio-osgi-jmx
",344,1270,61,115,75,269,56,67,10,25
containx/openstack4j,maven,"tainx_openstack4j/core
",88688,365,2575,39,18332,89,10664,35,9359,26
apache/dubbo-samples,maven,"apache_dubbo-samples/test/dubbo-scenario-builder
",2701,1108,181,121,552,254,253,96,154,44
undera/jmeter-plugins,maven,"undera_jmeter-plugins/tools/plancheck
",201,418,19,31,35,103,22,24,4,17
apache/shardingsphere-elasticjob,maven,"apache_shardingsphere-elasticjob/elasticjob-api
",25,174,6,10,8,42,10,20,4,18
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.smhi
",1185,320,90,13,245,58,98,27,42,22
molgenis/systemsgenetics,maven,"molgenis_systemsgenetics/Decon2/Decon-eQTL
",1033,5606,92,342,165,1058,105,272,24,136
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.onewire
",4256,6577,464,345,866,1262,460,289,132,190
spring-cloud/spring-cloud-consul,maven,"ing-cloud_spring-cloud-consul/spring-cloud-consul-config
",1383,1201,140,77,310,281,175,105,90,81
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/validation-quickstart
",87,0,2,0,26,0,14,0,13,0
knowm/xchange,maven,"knowm_xchange/xchange-cryptofacilities
",3069,654,222,12,482,211,259,101,145,98
logstash/logstash-logback-encoder,maven,"gstash_logstash-logback-encoder
",4035,12529,490,1052,1180,3389,874,1382,491,993
knowm/xchange,maven,"knowm_xchange/xchange-paribu
",122,108,2,2,27,38,14,11,12,11
pac4j/pac4j,maven,"ac4j_pac4j/pac4j-kerberos
",235,603,26,18,42,133,31,34,13,30
apache/syncope,maven,"apache_syncope/client/idrepo/lib
",1364,331,84,12,322,77,136,26,88,26
cdk/cdk,maven,"k_cdk/base/dict
",924,1128,89,61,181,233,82,71,31,47
knowm/xchange,maven,"knowm_xchange/xchange-btcmarkets
",941,2060,46,66,216,496,104,181,70,159
tmobile/t-vault,maven,"tmobile_t-vault/tvaultapi
",156257,3615,9731,17,32538,1089,7494,566,2602,566
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.bluetooth.enoceanble
",305,96,38,14,71,13,37,12,16,7
awslabs/aws-athena-query-federation,maven,"awslabs_aws-athena-query-federation/athena-udfs
",41,189,1,7,12,51,2,9,1,6
cdk/cdk,maven,"k_cdk/base/datadebug
",1904,21976,2,50,287,3825,90,1534,88,1510
sonarsource/sonar-scanner-jenkins,maven,"arsource_sonar-scanner-jenkins
",1719,5587,225,410,376,1392,279,604,124,440
knowm/xchange,maven,"knowm_xchange/xchange-bitcoincore
",156,57,4,2,49,12,22,6,20,5
apache/syncope,maven,"apache_syncope/client/idrepo/enduser
",9698,1561,436,48,1893,304,669,86,433,77
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.enigma2
",239,1930,37,109,48,416,31,159,6,107
digitalpebble/storm-crawler,maven,"igitalpebble_storm-crawler/core
",11786,11335,1211,973,2775,2796,1098,709,311,397
eclipse-ee4j/glassfish,maven,"ipse-ee4j_glassfish/appserver/tests/appserv-tests/devtests/web/ha/cluster-tests/simple-failover
",730,0,70,0,138,0,57,0,22,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.boschshc
",565796,19710,32474,427,806,141,33165,711,16481,612
knowm/xchange,maven,"knowm_xchange/xchange-bleutrade
",1704,2043,79,21,414,442,187,218,147,208
mybatis/spring,maven,"mybatis_spring
",738,3032,53,241,95,792,117,316,70,216
zalando/jackson-datatype-money,maven,"zalando_jackson-datatype-money
",0,689,0,24,0,133,0,67,0,55
codice/ddf,maven,"ice_ddf/platform/security/core/security-core-impl
",2658,4083,330,259,710,1138,357,328,155,230
pmd/pmd,maven,"md_pmd/pmd-cpp
",4189,4936,784,518,683,751,580,328,35,56
primefaces/primefaces,maven,"imefaces_primefaces/primefaces
",216501,14022,16790,1243,47575,3152,20355,1090,11735,656
eclipse/hawkbit,maven,"ipse_hawkbit/hawkbit-core
",3294,760,188,38,623,172,286,69,185,57
elastic/apm-agent-java,maven,"astic_apm-agent-java/apm-agent-common
",346,391,30,34,76,83,39,25,21,11
knowm/xchange,maven,"knowm_xchange/xchange-bithumb
",1645,1100,39,15,341,315,134,122,107,118
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.danfossairunit
",1569,821,71,19,319,106,105,33,69,24
apache/cxf,maven,"apache_cxf/distribution/src/main/release/samples/aegis
",33,115,5,1,9,32,4,5,1,5
codice/ddf,maven,"ice_ddf/platform/security/core/security-core-services
",1377,1219,121,93,373,324,136,104,63,69
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.buienradar
",546,114,42,4,127,22,45,8,23,7
pmd/pmd,maven,"md_pmd/pmd-cs
",156,3211,39,86,49,163,49,71,15,33
spring-cloud/spring-cloud-stream,maven,"ing-cloud_spring-cloud-stream/spring-cloud-stream-test-support
",136,485,26,22,27,113,26,40,6,36
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.dsmr
",2294,8158,280,287,519,1327,272,287,81,177
knowm/xchange,maven,"knowm_xchange/xchange-bitflyer
",3419,294,86,0,732,118,347,76,304,76
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/infinispan-client-quickstart
",42,0,0,0,9,0,5,0,5,0
knowm/xchange,maven,"knowm_xchange/xchange-bitcoinaverage
",244,102,4,0,54,36,22,10,20,10
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.openwebnet
",17565,1250,1368,76,3671,257,1317,67,587,47
spring-cloud/spring-cloud-consul,maven,"ing-cloud_spring-cloud-consul/spring-cloud-consul-core
",503,118,9,1,125,37,58,17,53,17
mybatis/mybatis-dynamic-sql,maven,"mybatis_mybatis-dynamic-sql
",35,19280,5,93,3,3835,8,2128,3,2084
actiontech/dble,maven,"actiontech_dble
",400295,35405,43358,3780,92007,6966,40111,2323,16896,1312
knowm/xchange,maven,"knowm_xchange/xchange-cryptopia
",2103,554,82,19,437,170,176,49,134,40
undera/jmeter-plugins,maven,"undera_jmeter-plugins/tools/synthesis
",159,2020,23,29,47,266,22,51,7,40
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.snmp
",55771,2526,4912,167,11874,600,4720,208,2179,155
ff4j/ff4j,maven,"ff4j_ff4j/ff4j-core
",2146,19000,282,1205,561,4355,343,1572,134,1033
knowm/xchange,maven,"knowm_xchange/xchange-openexchangerates
",1358,766,2,0,178,358,167,174,166,174
dropwizard/dropwizard,maven,"wizard_dropwizard/dropwizard-configuration
",116,1441,31,123,26,324,35,120,5,73
pac4j/pac4j,maven,"ac4j_pac4j/pac4j-ldap
",166,404,5,15,36,94,14,19,10,13
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/neo4j-quickstart
",277,0,6,0,62,0,37,0,34,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.semsportal
",1239,156,122,4,330,36,149,31,83,31
dcache/dcache,maven,"ache_dcache/modules/ftp-client
",11333,2081,967,224,3105,545,1069,200,557,105
undera/jmeter-plugins,maven,"undera_jmeter-plugins/tools/mergeresults
",236,1195,21,63,48,285,26,64,5,41
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/opentelemetry-quickstart
",25,0,0,0,8,0,4,0,4,0
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/websockets-quickstart
",81,0,4,0,23,0,11,0,9,0
knowm/xchange,maven,"knowm_xchange/xchange-coinjar
",1311,170,55,12,340,42,97,11,67,7
