repo_name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage
openmrs/openmrs-contrib-android-client,,0,1.0,1.0,1,25.0,21.0,37.0,1147.0,
openmrs/openmrs-core,1.0,1,1.0,1.0,1,27.0,20.0,43.0,574.0,7.14
opennms/opennms,0.0,1,1.0,0.0,1,83.0,52.0,279.0,20761.0,
openpnp/openpnp,1.0,0,,,0,0.0,70.0,94.0,95767.0,
openrefine/openrefine,0.0,0,,,0,17.0,4.0,27.0,35085.0,
openrewrite/rewrite,1.0,1,1.0,0.0,1,5.0,23.0,116.0,11889.0,
openrocket/openrocket,,0,1.0,1.0,1,11.0,132.0,161.0,6774.0,
opensearch-project/opensearch,0.0,0,,,0,108.0,403.0,71.0,7964.0,
opentok/opentok-android-sdk-samples,,0,,,0,18.0,10.0,1153.0,17755.0,
opentok/opentok-react-native,,0,1.0,1.0,1,37.0,6.0,58.0,61313.0,
opentracksapp/opentracks,,0,1.0,1.0,1,7.0,33.0,187.0,4679.0,
opentripplanner/opentripplanner,1.0,0,1.0,1.0,1,78.0,30.0,360.0,39123.0,
opentsdb/opentsdb,0.0,0,,1.0,1,25.0,0.0,185.0,24248.0,
openzipkin/brave,1.0,0,,,0,42.0,35.0,281.0,7910.0,
openzipkin/zipkin,1.0,0,,,0,11.0,14.0,221.0,3711.0,
ops4j/org.ops4j.pax.web,1.0,0,,,0,4.0,7.0,54.0,549.0,
optimatika/ojalgo,1.0,1,1.0,1.0,1,0.0,3.0,279.0,12596.0,50.56
oracle/graal,,1,0.0,0.0,1,163.0,37.0,176.0,7264.0,
oracle/helidon,,1,,1.0,1,46.0,2.0,170.0,278039.0,
oracle/oci-java-sdk,0.0,0,,,0,21.0,0.0,18438.0,504562.0,
oracle/opengrok,0.0,1,,,0,15.0,22.0,216.0,2611.0,
oracle/weblogic-kubernetes-operator,0.0,1,,,0,80.0,13.0,218.0,69983.0,
orbisgis/h2gis,1.0,0,1.0,1.0,1,2.0,2.0,198.0,13611.0,54.38
orcid/orcid-source,1.0,1,,,0,3.0,16.0,42.0,35411.0,
orientechnologies/orientdb,1.0,0,1.0,0.0,1,14.0,18.0,1007.0,269573.0,39.76
orienteerbap/orienteer,1.0,0,1.0,1.0,1,4.0,0.0,164.0,5550.0,23.9
oshi/oshi,1.0,1,1.0,1.0,1,9.0,52.0,42.0,1675.0,
osmandapp/osmand,,0,,,0,0.0,0.0,345.0,106684.0,
osmdroid/osmdroid,,1,,,0,28.0,29.0,51.0,7900.0,
osmlab/atlas,1.0,1,1.0,1.0,1,35.0,40.0,174.0,203771.0,
otto-de/edison-microservice,0.0,0,1.0,1.0,1,0.0,7.0,20.0,44.0,
owncloud/android-library,,0,,1.0,1,22.0,4.0,66.0,1519.0,
ows-ali/hacktoberfest,,0,,,0,,,,,
pac4j/pac4j,1.0,1,1.0,1.0,1,0.0,3.0,23.0,150.0,48.89
pac4j/play-pac4j,1.0,1,1.0,1.0,1,0.0,1.0,20.0,43.0,
palantir/atlasdb,1.0,1,1.0,1.0,1,33.0,16.0,715.0,19817.0,19.23
palantir/conjure,1.0,1,1.0,1.0,1,1.0,0.0,35.0,117.0,
palantir/docker-compose-rule,1.0,1,1.0,1.0,1,2.0,2.0,30.0,127.0,61.54
palantir/gradle-baseline,1.0,1,,0.0,1,13.0,17.0,51.0,2274.0,
palantir/gradle-git-version,1.0,1,,1.0,1,1.0,2.0,24.0,118.0,33.96
palantir/gradle-graal,1.0,1,,0.0,1,3.0,13.0,29.0,180.0,23.21
panda-lang/panda,1.0,0,1.0,1.0,1,7.0,0.0,193.0,2279.0,41.5
papermc/paper,0.0,0,1.0,1.0,1,66.0,59.0,139.0,1308.0,
parse-community/parse-sdk-android,,0,,,0,58.0,81.0,386.0,141699.0,
patzly/grocy-android,,0,,,0,0.0,1.0,20.0,444.0,
paulcwarren/spring-content,0.0,1,1.0,1.0,1,0.0,20.0,29.0,58.0,
payara/payara,0.0,0,,,0,29.0,32.0,959.0,43287.0,
pcgen/pcgen,0.0,1,1.0,1.0,1,1.0,8.0,142.0,58570.0,
pentaho/big-data-plugin,1.0,0,,,0,10.0,33.0,38.0,886.0,
pentaho/mondrian,1.0,0,,,0,29.0,76.0,83.0,35193.0,
pentaho/pentaho-kettle,1.0,0,,,0,19.0,37.0,78.0,4813.0,
pentaho/pentaho-platform,1.0,0,,,0,18.0,47.0,113.0,4959.0,
pentaho/pentaho-reporting,1.0,0,,,0,13.0,34.0,54.0,1527.0,
perfectsense/brightspot-cms,0.0,0,1.0,1.0,1,17.0,1.0,384.0,308272.0,
permissions-dispatcher/permissionsdispatcher,,0,,,0,8.0,8.0,119.0,4846.0,
perwendel/spark,1.0,0,,,0,5.0,18.0,46.0,702.0,61.86
pgjdbc/pgjdbc,1.0,1,,,0,22.0,24.0,101.0,69621.0,
pgmdev/pgm,1.0,0,,,0,51.0,24.0,43.0,2911.0,9.54
philjay/mpandroidchart,,0,,,0,,,,,
phoenicisorg/phoenicis,0.0,0,1.0,0.0,1,18.0,5.0,31.0,96.0,
pingcap/tispark,0.0,0,,,0,7.0,27.0,79.0,4182.0,
pinpoint-apm/pinpoint,0.0,1,1.0,0.0,1,1.0,13.0,732.0,10484.0,
pinterest/secor,1.0,0,,,0,0.0,0.0,20.0,48.0,23.16
pippo-java/pippo,1.0,0,,,0,7.0,45.0,29.0,908.0,27.94
placeholderapi/placeholderapi,0.0,0,,,0,25.0,10.0,68.0,13343.0,
plan-player-analytics/plan,,1,1.0,1.0,1,16.0,3.0,132.0,10623.0,
playtika/testcontainers-spring-boot,1.0,0,1.0,1.0,1,75.0,34.0,197.0,5938.0,
pmd/pmd,1.0,1,1.0,1.0,1,21.0,44.0,156.0,35373.0,43.0
pockethub/pockethub,,1,,,0,11.0,7.0,188.0,2372.0,
polidea/rxandroidble,,1,1.0,1.0,1,29.0,40.0,90.0,11684.0,
pravega/pravega,1.0,1,1.0,1.0,1,119.0,38.0,340.0,81148.0,
prestodb/presto,0.0,1,,,0,125.0,48.0,129.0,2913.0,
primefaces/primefaces,1.0,1,1.0,0.0,1,26.0,40.0,90.0,5148.0,6.9
processing/processing,,0,,,0,0.0,58.0,42.0,3630.0,
project-books/book-project,,1,,,0,72.0,85.0,206.0,6202927.0,
project-travel-mate/travel-mate,,1,,,0,41.0,14.0,45.0,2073.0,
projectlombok/lombok,,0,,,0,5.0,9.0,134.0,2577.0,
projectnessie/nessie,,1,,,0,65.0,44.0,99.0,6873.0,
prolificinteractive/material-calendarview,,0,1.0,1.0,1,19.0,7.0,322.0,38902.0,
prometheus/client_java,1.0,0,1.0,1.0,1,110.0,51.0,152.0,6635.0,
prometheus/jmx_exporter,1.0,0,,,0,35.0,44.0,32.0,1480.0,81.53
protocolsupport/protocolsupport,0.0,0,,,0,30.0,45.0,1264.0,2482072.0,
psi-probe/psi-probe,1.0,0,1.0,0.0,1,0.0,20.0,23.0,46.0,
pspdfkit/react-native,,0,,,0,30.0,3.0,124.0,1957.0,
pwm-project/pwm,1.0,1,1.0,1.0,1,0.0,7.0,46.0,148502.0,8.24
pxlsspace/pxls,0.0,0,1.0,1.0,1,5.0,4.0,92.0,47933.0,
pytorch/serve,,1,0.0,0.0,1,79.0,111.0,119.0,29985.0,
pyvesb/advanced-achievements,1.0,0,1.0,1.0,1,22.0,16.0,26.0,249.0,
qiniu/android-sdk,,0,,,0,42.0,13.0,502.0,58523.0,
qiniu/java-sdk,1.0,1,1.0,1.0,1,47.0,11.0,155.0,28921.0,18.84
qos-ch/logback,1.0,0,,,0,,,,,58.45
qos-ch/slf4j,1.0,0,,,0,9.0,44.0,37.0,2385.0,40.0
quantumbadger/redreader,,1,,1.0,1,0.0,47.0,87.0,12372.0,
quarkusio/quarkus,,0,0.0,0.0,1,56.0,38.0,101.0,3065.0,
quarkusio/quarkus-quickstarts,1.0,0,,,0,53.0,24.0,213.0,73529.0,0.97
quartz-scheduler/quartz,0.0,1,1.0,1.0,1,3.0,21.0,35.0,607.0,
querydsl/querydsl,1.0,0,1.0,1.0,1,1.0,4.0,62.0,200.0,59.26
questdb/questdb,1.0,0,1.0,1.0,1,43.0,16.0,498.0,196229.0,
quickfix-j/quickfixj,0.0,0,1.0,1.0,1,15.0,36.0,51.0,4789.0,
quran/quran_android,,0,1.0,1.0,1,36.0,25.0,132.0,6357.0,
qzind/tray,,0,,,0,12.0,15.0,74.0,8667.0,
rabbitmq/rabbitmq-java-client,0.0,0,1.0,1.0,1,37.0,57.0,66.0,15195.0,
rabbitmq/rabbitmq-tutorials,,0,,,0,22.0,40.0,202.0,12518.0,
rackerlabs/blueflood,0.0,0,,,0,117.0,34.0,150.0,30195.0,
radargun/radargun,0.0,1,1.0,1.0,1,16.0,11.0,91.0,2113.0,
railcraft/railcraft,0.0,0,,,0,32.0,22.0,83.0,1909.0,
rajawali/rajawali,,0,0.0,0.0,1,6.0,1.0,46.0,1952.0,
randoop/randoop,1.0,0,1.0,1.0,1,2.0,2.0,36.0,1230.0,
ratpack/ratpack,,1,1.0,0.0,1,47.0,14.0,707.0,13315.0,
react-native-camera/react-native-camera,,0,,,0,22.0,59.0,58.0,13945.0,
react-native-google-signin/google-signin,,0,1.0,1.0,1,15.0,16.0,35.0,716.0,
react-native-image-picker/react-native-image-picker,,0,,1.0,1,65.0,93.0,67.0,3495.0,
react-native-share/react-native-share,,0,,1.0,1,25.0,34.0,44.0,18298.0,
react-native-svg/react-native-svg,,0,,,0,23.0,41.0,169.0,1079.0,
react-native-video/react-native-video,,0,,,0,19.0,92.0,92.0,5198.0,
react-native-webrtc/react-native-webrtc,,0,,,0,13.0,6.0,45.0,1316.0,
reactiverse/es4x,1.0,0,1.0,1.0,1,0.0,0.0,28.0,192.0,14.64
reactivex/rxandroid,,0,0.0,0.0,1,15.0,25.0,57.0,474.0,
reactivex/rxjava,1.0,1,1.0,1.0,1,7.0,28.0,79.0,4526.0,
reactor/reactor-core,1.0,0,,,0,73.0,56.0,2627.0,21194.0,81.81
reactor/reactor-netty,1.0,1,,,0,12.0,19.0,427.0,1318.0,62.2
real-logic/aeron,0.0,1,1.0,1.0,1,9.0,16.0,258.0,12355.0,
real-logic/simple-binary-encoding,0.0,1,,,0,7.0,57.0,82.0,44833.0,
realm/realm-java,,1,0.0,0.0,1,34.0,2.0,109.0,2943.0,
recihub/funnyalgorithms,,0,,,0,19.0,1.0,22.0,2739.0,
redis/jedis,1.0,0,1.0,1.0,1,50.0,4.0,117.0,3175.0,16.01
redisson/redisson,1.0,1,1.0,1.0,1,28.0,29.0,28.0,1207.0,
redouane59/twittered,1.0,0,1.0,1.0,1,0.0,36.0,125.0,65629.0,22.75
refinedmods/refinedstorage,1.0,0,,,0,7.0,61.0,48.0,3236.0,0.25
remkop/picocli,0.0,1,1.0,1.0,1,13.0,48.0,66.0,6327.0,
reposense/reposense,1.0,1,1.0,0.0,1,123.0,163.0,270.0,40649.0,
resilience4j/resilience4j,1.0,0,1.0,1.0,1,16.0,29.0,126.0,3516.0,75.66
rest-assured/rest-assured,1.0,0,,,0,0.0,12.0,47.0,683.0,
resteasy/resteasy,0.0,0,0.0,0.0,1,27.0,10.0,431.0,17671.0,
resurrectionremix/android_frameworks_base,,0,,,0,3.0,8.0,86.0,6259.0,
resurrectionremix/resurrection_packages_apps_settings,,0,,,0,1.0,7.0,42.0,578.0,
returntocorp/semgrep,,0,1.0,0.0,1,29.0,31.0,128.0,5009.0,
returntocorp/semgrep-rules,,0,,,0,26.0,33.0,157.0,27547.0,
revelc/formatter-maven-plugin,1.0,0,1.0,1.0,1,5.0,2.0,23.0,115.0,31.48
rickfast/consul-client,1.0,0,1.0,1.0,1,4.0,7.0,90.0,3207.0,39.63
ripe-ncc/whois,1.0,0,,0.0,1,27.0,5.0,74.0,4108.0,
ripmeapp/ripme,0.0,0,0.0,0.0,1,0.0,24.0,60.0,2215.0,
roaringbitmap/roaringbitmap,1.0,0,1.0,1.0,1,58.0,76.0,126.0,25789.0,
robolectric/robolectric,,0,1.0,1.0,1,0.0,2.0,52.0,1886.0,
rovo89/xposedinstaller,,0,,,0,,,,,
rptools/maptool,0.0,0,,,0,23.0,2.0,50.0,3566.0,
rsksmart/rskj,0.0,0,1.0,0.0,1,109.0,84.0,128.0,11471.0,
rsocket/rsocket-java,1.0,0,1.0,1.0,1,31.0,28.0,170.0,9517.0,
rstudio/rstudio,,0,,1.0,1,15.0,5.0,103.0,9731.0,
rubenlagus/telegrambots,1.0,0,1.0,1.0,1,5.0,15.0,292.0,67124.0,3.93
runelite/plugin-hub,,0,1.0,1.0,1,1.0,20.0,20.0,662.0,
runelite/runelite,1.0,1,1.0,1.0,1,6.0,5.0,30.0,2252.0,
rws/odata,0.0,1,0.0,0.0,1,21.0,4.0,38.0,2555.0,
rwth-i5-idsg/steve,0.0,1,1.0,1.0,1,0.0,0.0,20.0,40.0,
sakaiproject/sakai,0.0,1,,,0,37.0,11.0,305.0,25493.0,
salesforce/dockerfile-image-update,,0,1.0,1.0,1,27.0,41.0,25.0,479.0,
samourai-wallet/samourai-wallet-android,,0,0.0,0.0,1,1.0,8.0,289.0,547873.0,
samtools/htsjdk,1.0,1,1.0,1.0,1,147.0,50.0,223.0,32577.0,67.32
sap/sapmachine,,1,,,0,44.0,13.0,2220.0,140165.0,
scacap/spring-auto-restdocs,,0,1.0,1.0,1,36.0,17.0,354.0,6378.0,
scada-lts/scada-lts,0.0,0,1.0,1.0,1,16.0,1.0,315.0,182359.0,
scalar-labs/scalardb,0.0,0,1.0,1.0,1,82.0,6.0,185.0,5966.0,
scalecube/scalecube-cluster,1.0,0,,,0,7.0,2.0,212.0,16003.0,
scalecube/scalecube-services,1.0,0,,,0,2.0,0.0,387.0,11938.0,
scoute-dich/browser,,0,,,0,0.0,18.0,202.0,13212.0,
scouter-project/scouter,0.0,0,,,0,0.0,1.0,325.0,25459.0,
scribejava/scribejava,1.0,1,,,0,20.0,60.0,99.0,3167.0,
searls/jasmine-maven-plugin,1.0,0,1.0,1.0,1,0.0,1.0,20.0,58.0,34.35
seata/seata,1.0,1,1.0,1.0,1,73.0,46.0,176.0,46973.0,
seata/seata-samples,0.0,0,,,0,21.0,3.0,140.0,46532.0,
segler-alex/radiodroid,,0,,,0,5.0,12.0,56.0,1698.0,
segmentio/analytics-android,,0,1.0,1.0,1,33.0,1.0,105.0,3847.0,
selenide/selenide,1.0,1,,,0,45.0,17.0,136.0,4712.0,
seleniumhq/selenium,,1,1.0,0.0,1,20.0,33.0,64.0,229449.0,
sendgrid/sendgrid-java,1.0,0,1.0,1.0,1,36.0,6.0,72.0,16825.0,10.07
senx/warp10-platform,0.0,0,1.0,1.0,1,43.0,5.0,114.0,13825.0,
sevntu-checkstyle/sevntu.checkstyle,0.0,1,0.0,0.0,1,44.0,40.0,89.0,1999.0,
shedaniel/roughlyenoughitems,0.0,0,1.0,1.0,1,0.0,2.0,74.0,1877.0,
shifuml/shifu,0.0,0,0.0,0.0,1,19.0,0.0,205.0,113071.0,
shopify/mobile-buy-sdk-android,,1,,,0,24.0,0.0,48.0,27678.0,
shopizer-ecommerce/shopizer,1.0,0,1.0,1.0,1,10.0,25.0,5412.0,212327.0,
siddhi-io/siddhi,0.0,1,1.0,1.0,1,40.0,1.0,145.0,14402.0,
signalapp/signal-android,,0,1.0,1.0,1,,,,,
sirixdb/sirix,0.0,0,1.0,1.0,1,1.0,6.0,52.0,1093.0,
sketchware-pro/sketchware-pro,,0,,,0,6.0,21.0,49.0,129639.0,
skinsrestorer/skinsrestorerx,1.0,0,1.0,1.0,1,4.0,3.0,110.0,4628.0,
skriptlang/skript,0.0,0,0.0,0.0,1,80.0,36.0,53.0,97119.0,
sky-map-team/stardroid,,0,1.0,1.0,1,6.0,11.0,107.0,1864.0,
skylot/jadx,1.0,1,1.0,1.0,1,39.0,81.0,262.0,46505.0,54.36
skytubeteam/skytube,,0,1.0,1.0,1,0.0,6.0,262.0,10153.0,
slackapi/java-slack-sdk,,0,1.0,1.0,1,12.0,27.0,220.0,3812.0,
slapperwan/gh4a,,0,,,0,58.0,100.0,531.0,53727.0,
sleepytrousers/enderio,0.0,0,0.0,0.0,1,5.0,15.0,162.0,125486.0,
sleuthkit/autopsy,,0,0.0,0.0,1,23.0,1.0,85.0,39919.0,
slimefun/slimefun4,1.0,0,1.0,1.0,1,60.0,25.0,36.0,1087.0,20.24
slimeknights/tinkersconstruct,1.0,0,,1.0,1,75.0,87.0,2436.0,452031.0,3.61
sloeber/arduino-eclipse-plugin,1.0,0,1.0,1.0,1,19.0,29.0,116.0,17096.0,
smallrye/smallrye-mutiny,1.0,0,1.0,1.0,1,20.0,38.0,40.0,386.0,
smallrye/smallrye-reactive-messaging,1.0,0,1.0,1.0,1,101.0,28.0,117.0,9052.0,
smartdevicelink/sdl_java_suite,,0,,,0,39.0,26.0,95.0,30737.0,
smartreceipts/smartreceiptslibrary,,0,0.0,0.0,1,13.0,13.0,373.0,334627.0,
smooks/smooks,0.0,0,1.0,1.0,1,5.0,1.0,364.0,31369.0,
snailclimb/javaguide,,0,,,0,7.0,4.0,21.0,471.0,
snowflakedb/snowflake-jdbc,1.0,0,1.0,1.0,1,45.0,6.0,75.0,3378.0,21.48
sofastack/sofa-boot,,0,1.0,0.0,1,47.0,30.0,332.0,3804.0,
sofastack/sofa-jraft,1.0,0,,,0,43.0,22.0,48.0,1912.0,
sofastack/sofa-rpc,0.0,0,1.0,1.0,1,68.0,76.0,63.0,1352.0,
sofastack/sofa-tracer,0.0,0,1.0,0.0,1,31.0,16.0,335.0,71431.0,
sonaropencommunity/sonar-cxx,1.0,1,1.0,1.0,1,0.0,1.0,59.0,46465.0,74.37
sonarsource/sonar-java,0.0,1,1.0,1.0,1,24.0,21.0,167.0,9853.0,
sonarsource/sonar-php,1.0,0,1.0,1.0,1,37.0,21.0,325.0,7119.0,92.74
sonarsource/sonar-python,0.0,0,1.0,1.0,1,63.0,20.0,365.0,48305.0,
sonarsource/sonar-scanner-jenkins,1.0,0,1.0,1.0,1,26.0,58.0,152.0,2688.0,63.39
sonarsource/sonarlint-core,1.0,1,0.0,0.0,1,35.0,23.0,203.0,7063.0,
sonarsource/sonarlint-eclipse,1.0,1,1.0,1.0,1,36.0,22.0,209.0,1272.0,
sonarsource/sonarlint-intellij,1.0,0,1.0,1.0,1,33.0,24.0,307.0,5731.0,
sonarsource/sonarqube,0.0,1,1.0,1.0,1,12.0,4.0,215.0,3816.0,
soot-oss/soot,1.0,1,1.0,1.0,1,5.0,2.0,46.0,10506.0,10.12
spigotmc/bungeecord,1.0,1,,,0,,,,,13.81
spinnaker/halyard,1.0,0,1.0,1.0,1,18.0,10.0,39.0,7747.0,
spinnaker/kayenta,1.0,0,1.0,1.0,1,11.0,3.0,47.0,759.0,
spockframework/spock,1.0,0,1.0,1.0,1,44.0,31.0,113.0,5678.0,
spongepowered/sponge,0.0,1,1.0,1.0,1,56.0,20.0,540.0,26396.0,
spongepowered/spongeapi,1.0,1,1.0,1.0,1,47.0,9.0,203.0,6598.0,
spongepowered/spongeforge,0.0,0,1.0,1.0,1,7.0,6.0,178.0,6281.0,
spotbugs/spotbugs,1.0,1,1.0,1.0,1,42.0,19.0,55.0,3045.0,60.82
spotify/apollo,1.0,0,,1.0,1,42.0,24.0,47.0,1178.0,
spotify/dbeam,1.0,1,,,0,1.0,21.0,22.0,206.0,61.27
spotify/docker-client,1.0,0,,,0,26.0,44.0,46.0,2740.0,13.61
spotify/helios,0.0,0,0.0,0.0,1,20.0,26.0,31.0,364.0,
spotify/styx,1.0,1,,1.0,1,45.0,20.0,82.0,2975.0,34.62
spotify/zoltar,1.0,1,1.0,1.0,1,2.0,18.0,28.0,251.0,
spring-cloud-samples/spring-cloud-contract-samples,0.0,0,0.0,0.0,1,0.0,1.0,507.0,7937.0,
spring-cloud/spring-cloud-aws,1.0,0,1.0,1.0,1,22.0,6.0,56.0,20890.0,
spring-cloud/spring-cloud-commons,1.0,1,1.0,1.0,1,35.0,15.0,157.0,2866.0,63.89
spring-cloud/spring-cloud-config,1.0,1,1.0,1.0,1,26.0,41.0,75.0,2288.0,72.82
spring-cloud/spring-cloud-consul,1.0,1,1.0,1.0,1,62.0,17.0,167.0,4655.0,22.96
spring-cloud/spring-cloud-contract,,1,,,0,10.0,25.0,90.0,2470.0,
spring-cloud/spring-cloud-dataflow,0.0,0,1.0,1.0,1,6.0,32.0,131.0,2887.0,
spring-cloud/spring-cloud-deployer-kubernetes,0.0,0,0.0,0.0,1,8.0,25.0,68.0,5736.0,
spring-cloud/spring-cloud-function,,1,,,0,1.0,18.0,85.0,1422.0,
spring-cloud/spring-cloud-gateway,0.0,1,,,0,7.0,41.0,71.0,3539.0,
spring-cloud/spring-cloud-kubernetes,0.0,1,1.0,1.0,1,67.0,33.0,103.0,2526.0,
spring-cloud/spring-cloud-netflix,1.0,1,1.0,0.0,1,18.0,35.0,121.0,2129.0,32.77
spring-cloud/spring-cloud-skipper,0.0,0,0.0,0.0,1,4.0,13.0,74.0,1025.0,
spring-cloud/spring-cloud-sleuth,1.0,1,0.0,0.0,1,44.0,28.0,318.0,63812.0,29.05
spring-cloud/spring-cloud-stream,1.0,0,,,0,3.0,11.0,35.0,609.0,60.04
spring-cloud/spring-cloud-stream-binder-kafka,1.0,0,,,0,16.0,13.0,86.0,2605.0,65.08
spring-cloud/spring-cloud-task,0.0,0,,,0,0.0,18.0,128.0,1785.0,
spring-cloud/spring-cloud-vault,1.0,1,1.0,1.0,1,,,,,41.84
spring-io/initializr,,1,1.0,1.0,1,,,,,
spring-io/start.spring.io,1.0,0,,,0,,,,,
spring-projects-experimental/spring-native,,0,,,0,12.0,12.0,89.0,2341.0,
spring-projects/spring-amqp,1.0,1,,,0,45.0,13.0,86.0,3641.0,
spring-projects/spring-batch,0.0,0,,,0,,,,,
spring-projects/spring-boot,1.0,1,1.0,1.0,1,,,,,
spring-projects/spring-data-commons,0.0,0,,1.0,1,,,,,
spring-projects/spring-data-couchbase,1.0,0,,1.0,1,52.0,4.0,274.0,17388.0,25.73
spring-projects/spring-data-elasticsearch,1.0,0,0.0,0.0,1,13.0,6.0,102.0,6479.0,48.18
spring-projects/spring-data-jdbc,1.0,0,,1.0,1,,,,,67.38
spring-projects/spring-data-jpa,1.0,0,,1.0,1,,,,,
spring-projects/spring-data-mongodb,1.0,0,,1.0,1,,,,,
spring-projects/spring-data-neo4j,1.0,1,,1.0,1,6.0,7.0,357.0,5352.0,33.12
spring-projects/spring-data-redis,1.0,0,,1.0,1,,,,,
spring-projects/spring-data-rest,1.0,0,,1.0,1,1.0,1.0,7440.0,14912.0,45.22
spring-projects/spring-framework,0.0,1,0.0,0.0,1,0.0,24.0,23.0,108.0,
spring-projects/spring-hateoas,1.0,0,,1.0,1,5.0,7.0,395.0,4197.0,62.84
spring-projects/spring-integration,1.0,1,,,0,16.0,21.0,111.0,1579.0,
spring-projects/spring-integration-samples,1.0,0,,,0,3.0,8.0,2241.0,7985.0,
spring-projects/spring-kafka,1.0,1,,,0,16.0,19.0,116.0,5042.0,
spring-projects/spring-petclinic,1.0,1,1.0,1.0,1,,,,,75.0
spring-projects/spring-security,0.0,1,1.0,0.0,1,46.0,35.0,115.0,4545.0,
spring-projects/spring-security-oauth,0.0,1,,,0,,,,,
spring-projects/spring-session,1.0,1,1.0,1.0,1,13.0,56.0,64.0,2418.0,
spring-projects/spring-social,0.0,0,1.0,1.0,1,0.0,0.0,337.0,2890.0,
spring-projects/spring-statemachine,1.0,0,0.0,0.0,1,4.0,14.0,114.0,4503.0,41.6
springfox/springfox,1.0,1,,1.0,1,,,,,0.2
sqlancer/sqlancer,1.0,1,,,0,1.0,9.0,66.0,314.0,
square/dagger,,1,0.0,0.0,1,0.0,16.0,106.0,4099.0,
square/javapoet,0.0,1,,,0,50.0,16.0,41.0,1266.0,
square/keywhiz,0.0,1,1.0,1.0,1,51.0,18.0,84.0,1456.0,
square/moshi,1.0,0,,,0,32.0,14.0,45.0,1398.0,
square/picasso,,1,,,0,39.0,12.0,192.0,6082.0,
square/retrofit,,0,,,0,9.0,41.0,53.0,1185.0,
square/subzero,,0,,,0,20.0,0.0,34.0,341.0,
squiddev-cc/cc-tweaked,0.0,1,1.0,1.0,1,25.0,61.0,67.0,8394.0,
stanfordnlp/corenlp,0.0,0,,,0,0.0,5.0,288.0,51447.0,
stapler/stapler,1.0,1,1.0,1.0,1,32.0,25.0,77.0,3710.0,
stargate/stargate,0.0,0,1.0,1.0,1,146.0,24.0,173.0,13675.0,
stefan-niedermann/nextcloud-deck,,0,,,0,0.0,0.0,44.0,1024.0,
stefan-niedermann/nextcloud-notes,,0,,,0,6.0,3.0,73.0,1420.0,
stleary/json-java,0.0,0,,,0,21.0,84.0,60.0,3420.0,
streamnative/kop,1.0,1,1.0,1.0,1,24.0,23.0,91.0,4554.0,
streamnative/pulsar-flink,1.0,1,,,0,46.0,20.0,106.0,2796.0,24.83
streamxhub/streamx,0.0,0,,,0,5.0,6.0,365.0,48214.0,
strimzi/strimzi-kafka-bridge,1.0,1,1.0,1.0,1,52.0,14.0,52.0,1144.0,10.44
strimzi/strimzi-kafka-operator,1.0,1,1.0,1.0,1,61.0,109.0,160.0,7239.0,
stripe/stripe-java,1.0,0,,,0,25.0,3.0,154.0,18965.0,0.9
sukritishah15/ds-algo-point,,0,,,0,10.0,18.0,42.0,78235.0,
swagger-api/swagger-core,,0,1.0,1.0,1,2.0,0.0,196.0,987.0,
swagger-api/swagger-inflector,1.0,0,,,0,10.0,1.0,52.0,2308.0,46.23
swagger-api/swagger-parser,1.0,0,1.0,1.0,1,4.0,5.0,71.0,2382.0,
swati4star/images-to-pdf,,1,,,0,64.0,101.0,313.0,21231.0,
swisscovid/swisscovid-app-android,,0,1.0,1.0,1,23.0,21.0,445.0,117904.0,
syncthing/syncthing-android,,0,1.0,1.0,1,23.0,32.0,57.0,1001.0,
syndesisio/syndesis,,1,,,0,14.0,32.0,616.0,46674.0,
synthetichealth/synthea,1.0,1,,,0,29.0,32.0,152.0,23474.0,76.25
synyx/urlaubsverwaltung,1.0,0,1.0,1.0,1,25.0,21.0,175.0,11038.0,8.7
t-oster/visicut,0.0,0,1.0,1.0,1,2.0,17.0,101.0,1401.0,
ta4j/ta4j,1.0,0,,,0,19.0,19.0,198.0,5512.0,80.92
tada/pljava,0.0,0,1.0,1.0,1,0.0,1.0,135.0,14351.0,
talend/tdi-studio-se,0.0,1,,,0,20.0,1.0,108.0,17803.0,
talend/tesb-rt-se,0.0,0,,1.0,1,28.0,0.0,1162.0,57338.0,
tarunsinghofficial/hacktoberfest,,0,,,0,,,,,
tchiotludo/akhq,1.0,0,,,0,1.0,18.0,55.0,1507.0,
team-rtg/realistic-terrain-generation,0.0,0,,,0,3.0,1.0,514.0,74424.0,
teamamaze/amazefilemanager,,0,0.0,0.0,1,48.0,17.0,674.0,88863.0,
teammates/teammates,1.0,1,1.0,1.0,1,116.0,39.0,714.0,334216.0,
teamnewpipe/newpipe,,1,1.0,1.0,1,45.0,91.0,57.0,1238.0,
teamnewpipe/newpipeextractor,1.0,0,1.0,1.0,1,69.0,52.0,421.0,22525.0,61.82
techempower/frameworkbenchmarks,,0,,,0,14.0,15.0,152.0,178938.0,
techreborn/techreborn,0.0,0,1.0,1.0,1,7.0,20.0,82.0,1043.0,
teiid/teiid,0.0,1,,,0,67.0,60.0,167.0,8016.0,
tensorflow/java,0.0,0,0.0,1.0,1,100.0,112.0,3409.0,593418.0,
termux/termux-app,,0,1.0,1.0,1,21.0,126.0,175.0,32090.0,
terrafirmacraft/terrafirmacraft,0.0,0,,,0,12.0,7.0,3411.0,258261.0,
