repo_name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage
dadoonet/fscrawler,0.0,0,1.0,1.0,1,23.0,5.0,133.0,7947.0,
dadoonet/spring-elasticsearch,0.0,0,1.0,1.0,1,14.0,3.0,129.0,2582.0,
damianszczepanik/cucumber-reporting,1.0,0,1.0,1.0,1,18.0,29.0,50.0,1624.0,92.24
dapr/java-sdk,1.0,1,1.0,1.0,1,56.0,48.0,1664.0,1887931.0,
dashevo/dash-wallet,,0,1.0,1.0,1,28.0,3.0,298.0,12227.0,
datadog/dd-trace-java,,1,0.0,0.0,1,290.0,17.0,263.0,28374.0,
datastax/java-driver,0.0,0,1.0,1.0,1,43.0,12.0,198.0,11073.0,
davidb/scala-maven-plugin,1.0,0,1.0,1.0,1,7.0,1.0,22.0,109.0,10.05
dbeaver/dbeaver,1.0,0,1.0,1.0,1,22.0,3.0,90.0,2396.0,
dbfit/dbfit,1.0,1,1.0,1.0,1,39.0,47.0,90.0,2768.0,
dbs-leipzig/gradoop,1.0,1,,,0,109.0,21.0,4163.0,91799.0,77.91
dcache/dcache,1.0,1,1.0,1.0,1,0.0,1.0,80.0,3199.0,20.73
dcm4che/dcm4che,1.0,0,1.0,1.0,1,24.0,9.0,31.0,605.0,23.2
dddjava/jig,1.0,0,1.0,1.0,1,0.0,0.0,20.0,40.0,
debezium/debezium,1.0,1,1.0,1.0,1,87.0,72.0,344.0,15978.0,
decorators-squad/eo-yaml,1.0,1,,,0,15.0,117.0,95.0,4634.0,88.13
deegree/deegree3,0.0,1,0.0,0.0,1,3.0,11.0,481.0,574522.0,
deepjavalibrary/djl,,1,,,0,20.0,18.0,155.0,2811.0,
dekorateio/dekorate,,0,1.0,1.0,1,9.0,30.0,300.0,3606.0,
deltachat/deltachat-android,,0,,,0,70.0,14.0,129.0,3738.0,
denizenscript/denizen,0.0,0,1.0,1.0,1,61.0,7.0,78.0,5030.0,
dependencytrack/dependency-track,1.0,0,1.0,1.0,1,0.0,4.0,51.0,1026.0,32.03
dhis2/dhis2-core,,1,,,0,31.0,19.0,220.0,100162.0,
dianping/cat,0.0,0,,,0,1.0,0.0,44.0,940.0,
didi/doraemonkit,,0,,,0,1.0,2.0,309.0,127990.0,
diennea/herddb,1.0,1,,,0,41.0,24.0,190.0,9814.0,
diffplug/spotless,1.0,0,,0.0,1,43.0,41.0,242.0,5340.0,
digital-preservation/droid,1.0,1,0.0,0.0,1,3.0,6.0,625.0,1352.0,
digitalpebble/storm-crawler,1.0,0,1.0,1.0,1,21.0,38.0,83.0,9849.0,44.55
discord4j/discord4j,0.0,0,1.0,1.0,1,22.0,20.0,96.0,44258.0,
discordsrv/discordsrv,1.0,0,,,0,53.0,16.0,149.0,8988.0,0.85
dita-ot/dita-ot,1.0,0,1.0,1.0,1,34.0,13.0,99.0,1697.0,
dius/java-faker,1.0,0,1.0,1.0,1,4.0,3.0,76.0,10613.0,92.4
dkanada/frost,,0,,,0,22.0,31.0,143.0,20345.0,
dlsc-software-consulting-gmbh/preferencesfx,0.0,0,0.0,0.0,1,0.0,3.0,23.0,135.0,
docker-java/docker-java,1.0,1,1.0,1.0,1,12.0,10.0,206.0,6340.0,0.0
domaframework/doma,1.0,0,1.0,1.0,1,0.0,2.0,34.0,359.0,
donnnno/arcticons,,0,,,0,0.0,37.0,93.0,14461.0,
dooboolab/react-native-iap,,0,1.0,1.0,1,24.0,12.0,61.0,4839.0,
doocs/leetcode,,0,1.0,1.0,1,10.0,4.0,76.0,24128.0,
dotcms/core,,0,,,0,75.0,7.0,120.0,101365.0,
doublesymmetry/react-native-track-player,,0,1.0,1.0,1,5.0,24.0,153.0,15596.0,
dp-3t/dp3t-sdk-backend,,0,1.0,1.0,1,42.0,22.0,244.0,26897.0,
drallgood/jpasskit,1.0,1,1.0,1.0,1,29.0,7.0,38.0,172.0,63.86
drklo/telegram,,0,,,0,,,,,
dromara/hutool,0.0,0,,,0,2.0,29.0,140.0,4305.0,
dropwizard/dropwizard,1.0,0,1.0,0.0,1,45.0,24.0,152.0,9195.0,72.03
dropwizard/metrics,1.0,1,1.0,1.0,1,20.0,19.0,22.0,44.0,86.89
dsheirer/sdrtrunk,0.0,0,,,0,2.0,5.0,78.0,2525.0,
dspace/dspace,1.0,1,,,0,50.0,67.0,60.0,334311.0,
dubesar/ultimate-java-resources,,0,,,0,4.0,16.0,568.0,33135.0,
dv8fromtheworld/jda,1.0,0,1.0,1.0,1,98.0,31.0,48.0,12130.0,
ebean-orm/ebean,1.0,0,1.0,1.0,1,17.0,18.0,224.0,21605.0,
eclipse-ee4j/cdi,0.0,0,,,0,142.0,131.0,195.0,9147.0,
eclipse-ee4j/eclipselink,1.0,1,,1.0,1,19.0,8.0,206.0,6371.0,
eclipse-ee4j/glassfish,1.0,1,,1.0,1,39.0,18.0,152.0,117537.0,0.0
eclipse-ee4j/jaxb-ri,,0,,,0,14.0,1.0,4092.0,18327.0,
eclipse-ee4j/jaxrs-api,1.0,1,1.0,1.0,1,136.0,76.0,109.0,34130.0,
eclipse-ee4j/jersey,1.0,1,,1.0,1,48.0,10.0,276.0,22274.0,61.9
eclipse-ee4j/yasson,0.0,1,,,0,42.0,45.0,77.0,2406.0,
eclipse-iofog/agent,1.0,0,1.0,1.0,1,36.0,1.0,101.0,2883.0,
eclipse-openj9/openj9,,0,,,0,50.0,102.0,83.0,1582.0,
eclipse-vertx/vert.x,1.0,0,,,0,24.0,50.0,87.0,2225.0,
eclipse-vertx/vertx-sql-client,1.0,0,,,0,32.0,29.0,208.0,12317.0,
eclipse/birt,0.0,0,1.0,1.0,1,7.0,43.0,12569.0,2343083.0,
eclipse/buildship,0.0,1,,,0,20.0,23.0,262.0,3229.0,
eclipse/californium,,0,,,0,0.0,10.0,371.0,18314.0,
eclipse/deeplearning4j,0.0,0,,,0,49.0,20.0,137.0,9044.0,
eclipse/deeplearning4j-examples,,0,,,0,21.0,8.0,798.0,51441.0,
eclipse/ditto,1.0,0,1.0,1.0,1,26.0,1.0,278.0,42546.0,
eclipse/eclipse-collections,1.0,1,1.0,1.0,1,37.0,22.0,2826.0,8351.0,
eclipse/eclipse.jdt.ls,,0,,,0,53.0,37.0,74.0,1465.0,
eclipse/elk,,1,,,0,48.0,22.0,114.0,14521.0,
eclipse/golo-lang,0.0,0,,,0,49.0,30.0,265.0,18781.0,
eclipse/hawkbit,1.0,0,1.0,1.0,1,97.0,15.0,239.0,26980.0,16.15
eclipse/hono,1.0,1,,,0,49.0,23.0,253.0,7332.0,
eclipse/jetty.project,1.0,1,,1.0,1,98.0,15.0,115.0,6384.0,
eclipse/jkube,,0,1.0,0.0,1,49.0,81.0,501.0,30895.0,
eclipse/kapua,0.0,1,1.0,1.0,1,23.0,21.0,846.0,28793.0,
eclipse/kura,,1,,0.0,1,19.0,5.0,51.0,1901.0,
eclipse/lemminx,1.0,0,1.0,0.0,1,90.0,41.0,75.0,1589.0,75.16
eclipse/leshan,1.0,0,,,0,4.0,4.0,271.0,11818.0,38.18
eclipse/lsp4j,1.0,0,,1.0,1,50.0,68.0,66.0,2839.0,13.06
eclipse/microprofile-config,1.0,0,1.0,1.0,1,43.0,26.0,114.0,1994.0,
eclipse/milo,1.0,1,,,0,2.0,10.0,80.0,4237.0,
eclipse/paho.mqtt.java,1.0,0,1.0,1.0,1,0.0,8.0,470.0,34128.0,
eclipse/rdf4j,1.0,0,1.0,1.0,1,23.0,8.0,193.0,5806.0,
eclipse/repairnator,0.0,1,,1.0,1,10.0,96.0,156.0,20696.0,
eclipse/steady,,0,,1.0,1,15.0,2.0,513.0,5818.0,
eclipse/vorto,0.0,0,,,0,1.0,0.0,987.0,103503.0,
eclipse/wildwebdeveloper,0.0,0,,1.0,1,4.0,39.0,84.0,807.0,
edumips64/edumips64,1.0,0,1.0,1.0,1,0.0,36.0,38.0,20847.0,49.18
edx/edx-app-android,,0,,,0,90.0,9.0,351.0,13387.0,
ehcache/ehcache3,0.0,1,0.0,0.0,1,40.0,4.0,28.0,79619.0,
eirslett/frontend-maven-plugin,1.0,0,1.0,1.0,1,6.0,38.0,48.0,1004.0,16.33
elastic/apm-agent-java,1.0,0,0.0,0.0,1,34.0,65.0,311.0,181935.0,51.14
elastic/elasticsearch,0.0,1,,,0,37.0,42.0,103.0,252289.0,
elastic/elasticsearch-hadoop,1.0,0,,,0,1.0,1.0,77.0,614.0,
elastic/support-diagnostics,1.0,0,,,0,60.0,19.0,260.0,8963.0,11.03
embulk/embulk,1.0,1,,,0,22.0,22.0,302.0,4432.0,8.75
enginehub/commandhelper,,1,1.0,1.0,1,23.0,23.0,82.0,8746.0,
enginehub/worldedit,0.0,1,0.0,0.0,1,34.0,14.0,125.0,3638.0,
enginehub/worldguard,1.0,1,1.0,1.0,1,15.0,16.0,82.0,2823.0,
enonic/xp,1.0,1,1.0,0.0,1,22.0,20.0,479.0,33759.0,
envoyproxy/envoy-mobile,,0,1.0,1.0,1,31.0,14.0,40.0,4948.0,
epam/ngb,0.0,1,1.0,1.0,1,12.0,0.0,129.0,10602.0,
errai/errai,0.0,0,,,0,15.0,35.0,187.0,2633.0,
esri/arcgis-runtime-samples-android,,0,,,0,39.0,12.0,428.0,40326.0,
essentialsx/essentials,1.0,1,1.0,1.0,1,35.0,2.0,48.0,17257.0,
etar-group/etar-calendar,,0,,,0,35.0,14.0,75.0,1454.0,
etcd-io/jetcd,0.0,0,1.0,1.0,1,10.0,18.0,37.0,501.0,
eugenp/tutorials,,1,,,0,4.0,0.0,266.0,38850.0,
exadel-inc/compreface,,0,1.0,1.0,1,40.0,25.0,1532.0,190948.0,
exch-bms2/beatoraja,,0,,,0,0.0,8.0,36.0,319.0,
exercism/java,,1,1.0,0.0,1,21.0,2.0,41.0,875.0,
exist-db/exist,0.0,0,0.0,0.0,1,43.0,73.0,109.0,4895.0,
expediagroup/styx,1.0,1,,,0,36.0,2.0,1046.0,28004.0,9.09
fabioz/pydev,0.0,0,,,0,34.0,6.0,131.0,78535.0,
fabric8io/docker-maven-plugin,1.0,0,1.0,1.0,1,56.0,89.0,57.0,4334.0,
fabric8io/kubernetes-client,1.0,0,1.0,0.0,1,136.0,98.0,735.0,10331.0,
fabricmc/fabric,0.0,1,1.0,1.0,1,207.0,111.0,167.0,18289.0,
fabricmc/fabric-loader,1.0,1,1.0,1.0,1,157.0,32.0,257.0,12634.0,
fabricmc/fabric-loom,0.0,1,1.0,1.0,1,58.0,42.0,213.0,14828.0,
fabricmc/yarn,0.0,0,1.0,1.0,1,107.0,43.0,107.0,3260.0,
facebook/buck,,0,1.0,0.0,1,10.0,49.0,229.0,10019.0,
facebook/fresco,,0,0.0,0.0,1,,,,,
facebook/litho,,0,0.0,0.0,1,,,,,
facebook/stetho,,0,1.0,1.0,1,12.0,17.0,316.0,3944.0,
faforever/downlords-faf-client,0.0,0,,,0,28.0,50.0,756.0,21593.0,
fasterxml/jackson-databind,1.0,0,,,0,7.0,55.0,43.0,2423.0,70.4
fcrepo/fcrepo,1.0,0,0.0,0.0,1,40.0,22.0,165.0,4115.0,
featurecat/lizzie,1.0,0,,,0,3.0,6.0,32.0,401.0,
fenixedu/fenixedu-academic,1.0,0,,,0,5.0,0.0,59.0,1555.0,
ferredoxin/qnotified,,0,1.0,1.0,1,55.0,14.0,198.0,6796.0,
ff4j/ff4j,1.0,0,,,0,7.0,13.0,91.0,1720.0,81.04
find-sec-bugs/find-sec-bugs,,1,1.0,1.0,1,5.0,20.0,77.0,2668.0,
finos/waltz,0.0,0,,,0,6.0,0.0,146.0,8044.0,
firebase/firebase-admin-java,1.0,1,,,0,20.0,5.0,38.0,536.0,77.07
firebase/firebase-android-sdk,,0,,1.0,1,78.0,67.0,121.0,30283.0,
firebase/firebaseui-android,,1,1.0,1.0,1,11.0,13.0,505.0,19230.0,
firebase/quickstart-android,,0,1.0,1.0,1,10.0,8.0,265.0,1426.0,
firebase/snippets-android,,0,1.0,1.0,1,4.0,14.0,375.0,2555.0,
fisco-bcos/web3sdk,1.0,0,0.0,0.0,1,24.0,41.0,123.0,6375.0,11.58
flowable/flowable-engine,1.0,0,,,0,5.0,31.0,104.0,10745.0,
fluentlenium/fluentlenium,,1,1.0,1.0,1,2.0,10.0,57.0,5624.0,
flutter/flutter-intellij,0.0,0,0.0,0.0,1,21.0,15.0,56.0,1245.0,
flyway/flyway,1.0,0,,,0,3.0,25.0,34.0,363.0,
fnproject/fdk-java,,0,,,0,33.0,3.0,128.0,5170.0,
foobnix/librerareader,,0,,,0,0.0,0.0,27.0,1502.0,
forcedotcom/dataloader,0.0,0,,,0,26.0,4.0,76.0,2240.0,
forcedotcom/salesforcemobilesdk-android,,0,,0.0,1,40.0,37.0,78.0,3074.0,
forge/roaster,1.0,0,1.0,1.0,1,0.0,3.0,21.0,51.0,
forgeessentials/forgeessentials,0.0,0,,,0,26.0,21.0,69.0,16273.0,
formidablelabs/react-native-app-auth,,0,1.0,1.0,1,18.0,22.0,36.0,22328.0,
forrestguice/suntimeswidget,,0,1.0,1.0,1,12.0,11.0,67.0,10728.0,
fossasia/neurolab-android,,0,,,0,23.0,8.0,26.0,314.0,
fossasia/open-event-organizer-android,,1,1.0,1.0,1,,,,,
fossasia/phimpme-android,,0,,,0,,,,,
fossasia/pslab-android,,0,,,0,40.0,17.0,54.0,34232.0,
foundationdb/fdb-record-layer,0.0,1,,,0,113.0,26.0,175.0,17271.0,
frameworkium/frameworkium-core,1.0,0,1.0,1.0,1,0.0,20.0,20.0,42.0,
frandallfarmer/neohabitat,1.0,0,,,0,0.0,16.0,1002.0,319754.0,
fraunhoferiosb/frost-server,1.0,0,1.0,1.0,1,0.0,0.0,20.0,40.0,6.25
freefair/gradle-plugins,1.0,0,1.0,1.0,1,0.0,21.0,52.0,2526.0,
freenet/fred,1.0,0,,,0,105.0,73.0,62.0,6561.0,
freeyourgadget/gadgetbridge,,0,,,0,34.0,38.0,161.0,46889.0,
freyacodes/lavalink,1.0,0,1.0,1.0,1,26.0,19.0,29.0,467.0,9.12
fridujo/rabbitmq-mock,1.0,0,,,0,0.0,20.0,20.0,45.0,89.11
frostwire/frostwire,,0,1.0,1.0,1,66.0,37.0,199.0,734196.0,
functionaljava/functionaljava,1.0,0,1.0,1.0,1,9.0,24.0,45.0,5191.0,38.31
funnyguilds/funnyguilds,0.0,1,1.0,1.0,1,15.0,0.0,60.0,1687.0,
fxmisc/richtextfx,0.0,0,,,0,0.0,5.0,37.0,923.0,
g-research/siembol,0.0,0,1.0,1.0,1,55.0,26.0,191.0,44945.0,
gchq/gaffer,0.0,1,,,0,78.0,34.0,76.0,38253.0,
gdgahmedabad/awesome-learning-resources,,0,,,0,0.0,1.0,32.0,9730.0,
gentics/mesh,1.0,0,,,0,21.0,8.0,520.0,64215.0,
geonetwork/core-geonetwork,,1,1.0,1.0,1,16.0,19.0,44.0,12891.0,
geoserver/geoserver,,1,,,0,50.0,19.0,222.0,29196.0,
geotools/geotools,1.0,1,,,0,29.0,34.0,205.0,43566.0,
geowebcache/geowebcache,,1,,,0,8.0,6.0,98.0,4238.0,
getodk/collect,,1,1.0,1.0,1,56.0,44.0,220.0,6695.0,
getsentry/sentry-java,,0,1.0,1.0,1,67.0,25.0,96.0,5625.0,
geysermc/geyser,0.0,0,,1.0,1,56.0,17.0,258.0,72151.0,
ghost-chu/quickshop-reremake,0.0,0,1.0,0.0,1,11.0,15.0,31.0,2784.0,
giscience/openrouteservice,,0,1.0,1.0,1,62.0,4.0,196.0,30178.0,
git-commit-id/git-commit-id-maven-plugin,1.0,1,1.0,0.0,1,4.0,13.0,2169.0,8723.0,52.97
gitblit/gitblit,,1,1.0,1.0,1,1.0,22.0,50.0,6054.0,
gitlab4j/gitlab4j-api,1.0,0,1.0,1.0,1,12.0,19.0,42.0,3118.0,12.01
glitchfiend/biomesoplenty,,0,,,0,0.0,9.0,42.0,4340.0,
glowstonemc/glowstone,1.0,1,1.0,1.0,1,56.0,13.0,865.0,166258.0,
gluonhq/substrate,,0,1.0,1.0,1,50.0,0.0,40.0,917.0,
gluufederation/oxauth,0.0,0,,,0,16.0,0.0,63.0,54700.0,
gluufederation/oxtrust,0.0,0,,,0,8.0,0.0,139.0,12713.0,
glyptodon/guacamole-client,1.0,0,,,0,20.0,0.0,1613.0,119758.0,25.16
gnembon/fabric-carpet,0.0,0,1.0,1.0,1,22.0,40.0,94.0,2281.0,
gocd/gocd,0.0,0,,,0,1.0,38.0,1119.0,14928.0,
google/auto,0.0,0,,,0,0.0,0.0,212.0,4774.0,
google/closure-compiler,,0,0.0,0.0,1,22.0,36.0,43.0,18974.0,
google/closure-templates,0.0,0,,,0,0.0,0.0,137.0,2097.0,
google/conscrypt,,0,0.0,0.0,1,41.0,3.0,42.0,1948.0,
google/data-transfer-project,1.0,1,1.0,1.0,1,32.0,25.0,121.0,7544.0,
google/error-prone,1.0,0,,,0,1.0,0.0,47.0,2231.0,
google/exoplayer,,0,,,0,15.0,60.0,1611.0,3209295.0,
google/flogger,,0,,,0,0.0,0.0,128.0,6008.0,
google/google-java-format,,0,,,0,0.0,0.0,37.0,439.0,
google/graphicsfuzz,,1,,,0,28.0,4.0,122.0,4600.0,
google/ground-android,,1,,,0,197.0,70.0,145.0,32796.0,
google/gson,,0,1.0,1.0,1,22.0,26.0,53.0,7278.0,
google/guava,1.0,0,,,0,1.0,0.0,48.0,1084.0,
google/guice,1.0,0,,,0,0.0,0.0,64.0,664.0,
google/j2objc,,0,1.0,1.0,1,0.0,0.0,74.0,8180.0,
google/nomulus,1.0,1,1.0,1.0,1,123.0,3.0,186.0,16290.0,
google/open-location-code,,0,,,0,22.0,22.0,34.0,3855.0,
google/sagetv,1.0,0,1.0,1.0,1,226.0,90.0,154.0,32141.0,
google/truth,1.0,0,,,0,0.0,0.0,60.0,1514.0,86.15
googleads/googleads-mobile-android-mediation,,0,,,0,80.0,42.0,101.0,27999.0,
googleapis/gapic-generator,1.0,0,,1.0,1,29.0,17.0,54.0,3153.0,
googleapis/gax-java,1.0,0,1.0,1.0,1,52.0,18.0,78.0,11771.0,
googleapis/google-api-java-client,,1,0.0,0.0,1,32.0,12.0,69.0,430.0,
googleapis/google-api-java-client-services,1.0,0,1.0,1.0,1,20.0,0.0,1305.0,309788.0,
googleapis/google-auth-library-java,1.0,0,0.0,0.0,1,70.0,17.0,95.0,8715.0,
googleapis/google-cloud-java,1.0,1,0.0,0.0,1,25.0,3.0,40.0,2948.0,
googleapis/google-http-java-client,,1,0.0,0.0,1,29.0,6.0,30.0,165.0,
googleapis/google-oauth-java-client,1.0,1,1.0,0.0,1,21.0,7.0,55.0,280.0,
googleapis/java-bigtable-hbase,1.0,0,1.0,1.0,1,39.0,6.0,358.0,29042.0,
googlechrome/android-browser-helper,,0,1.0,1.0,1,30.0,22.0,109.0,4643.0,
googleclouddataproc/hadoop-connectors,1.0,0,,,0,143.0,60.0,94.0,18495.0,31.16
googleclouddataproc/spark-bigquery-connector,1.0,0,,,0,59.0,68.0,88.0,4961.0,
googlecloudplatform/app-gradle-plugin,1.0,0,1.0,1.0,1,28.0,6.0,38.0,354.0,
googlecloudplatform/bank-of-anthos,1.0,1,,,0,55.0,49.0,104.0,7543.0,30.3
googlecloudplatform/bigquery-utils,,0,,,0,123.0,48.0,150.0,77931.0,
googlecloudplatform/cloud-bigtable-examples,,0,1.0,1.0,1,87.0,13.0,68.0,3806.0,
googlecloudplatform/cloud-opensource-java,,0,1.0,0.0,1,29.0,6.0,21.0,109.0,
googlecloudplatform/cloud-sql-jdbc-socket-factory,1.0,1,1.0,1.0,1,31.0,17.0,43.0,420.0,35.71
googlecloudplatform/community,,1,,,0,28.0,21.0,62.0,92109.0,
googlecloudplatform/getting-started-java,,0,1.0,1.0,1,22.0,13.0,46.0,142.0,
googlecloudplatform/java-docs-samples,0.0,0,0.0,0.0,1,20.0,10.0,41.0,87.0,
googlecloudplatform/spring-cloud-gcp,1.0,1,1.0,1.0,1,54.0,37.0,120.0,4918.0,
googlecontainertools/jib,1.0,1,1.0,1.0,1,62.0,33.0,68.0,1702.0,72.2
googlemaps/android-maps-utils,,0,,,0,39.0,26.0,31.0,131.0,
googlemaps/android-samples,,0,1.0,1.0,1,39.0,20.0,20.0,40.0,
googlemaps/google-maps-services-java,1.0,0,,,0,15.0,28.0,43.0,883.0,49.71
graphhopper/graphhopper,1.0,1,1.0,1.0,1,161.0,58.0,228.0,21620.0,
graphql-java-kickstart/graphql-java-servlet,1.0,0,,,0,0.0,19.0,73.0,11246.0,61.6
graphql-java/graphql-java,0.0,0,1.0,1.0,1,23.0,3.0,50.0,115975.0,
gravitee-io/gravitee-access-management,1.0,0,1.0,1.0,1,6.0,0.0,67.0,2482.0,
gravitee-io/gravitee-gateway,1.0,0,,,0,,,,,
graylog2/graylog2-server,0.0,1,,1.0,1,42.0,0.0,125.0,17512.0,
gregtechce/gregtech,0.0,0,,1.0,1,27.0,4.0,52.0,7164.0,
groovy/groovy-eclipse,0.0,1,,,0,0.0,19.0,2707.0,1277749.0,
grpc/grpc-java,,1,1.0,1.0,1,143.0,23.0,218.0,52128.0,
gsantner/markor,,0,1.0,1.0,1,119.0,92.0,194.0,17494.0,
gsi-cs-co/chart-fx,1.0,0,,,0,29.0,33.0,249.0,15101.0,
gwtmaterialdesign/gwt-material,1.0,0,,,0,0.0,4.0,737.0,252512.0,0.0
h2database/h2database,,1,,,0,3.0,10.0,299.0,41328.0,
hacktoberfest17/programming,,0,,,0,,,,,
haehnchen/idea-php-symfony2-plugin,1.0,0,1.0,1.0,1,0.0,6.0,60.0,1178.0,
haiwen/seadroid,,0,,,0,29.0,6.0,120.0,5636.0,
halestudio/hale,,0,,,0,30.0,8.0,226.0,9474.0,
halo-dev/halo,0.0,1,0.0,1.0,1,50.0,46.0,60.0,3063.0,
hangarmc/hangar,1.0,0,1.0,1.0,1,39.0,22.0,37.0,14408.0,7.88
hapifhir/hapi-fhir,1.0,1,1.0,1.0,1,52.0,31.0,432.0,1425150.0,20.52
hashgraph/hedera-sdk-java,,0,1.0,0.0,1,27.0,9.0,295.0,11258.0,
hashgraph/hedera-services,0.0,0,,0.0,1,92.0,21.0,322.0,127097.0,
hawtio/hawtio,1.0,0,1.0,1.0,1,27.0,35.0,124.0,4251.0,26.58
hazelcast/hazelcast,1.0,1,,,0,58.0,11.0,111.0,32453.0,
hazelcast/hazelcast-code-samples,1.0,1,,,0,22.0,25.0,440.0,1275486.0,43.15
hazelcast/hazelcast-jet,1.0,1,,,0,22.0,4.0,159.0,34658.0,
hcoles/pitest,1.0,1,1.0,1.0,1,0.0,2.0,237.0,5306.0,66.67
hibernate/hibernate-orm,1.0,1,,,0,45.0,47.0,351.0,15526.0,
hibernate/hibernate-reactive,1.0,0,,,0,24.0,91.0,133.0,4702.0,6.66
hibernate/hibernate-search,1.0,1,0.0,0.0,1,9.0,56.0,204.0,5972.0,
hibernate/hibernate-tools,1.0,0,,,0,0.0,2.0,101.0,324.0,100.0
hibernate/hibernate-validator,1.0,1,,1.0,1,5.0,16.0,62.0,559.0,
hidroh/materialistic,,0,1.0,1.0,1,6.0,4.0,411.0,12416.0,
hivemq/hivemq-community-edition,1.0,0,,,0,89.0,1.0,593.0,16064.0,
hivemq/hivemq-mqtt-client,1.0,0,,,0,38.0,2.0,1084.0,37292.0,
hopshadoop/hops,0.0,1,,,0,23.0,35.0,41.0,531.0,
hortonworks/cloudbreak,0.0,1,,,0,86.0,4.0,207.0,10250.0,
hortonworks/registry,0.0,1,,,0,32.0,22.0,110.0,3031.0,
huaweicloud/spring-cloud-huawei,0.0,0,1.0,1.0,1,20.0,18.0,900.0,44637.0,
hub4j/github-api,1.0,0,1.0,1.0,1,34.0,37.0,317.0,25259.0,
hubspot/baragon,1.0,0,,,0,23.0,5.0,159.0,29952.0,
hubspot/jinjava,1.0,1,,,0,4.0,0.0,84.0,3458.0,
hubspot/singularity,1.0,0,,,0,50.0,41.0,88.0,5175.0,
hubspot/slack-client,1.0,0,0.0,0.0,1,27.0,11.0,52.0,725.0,
hugegraph/hugegraph,0.0,0,1.0,1.0,1,128.0,25.0,188.0,13012.0,
hurence/logisland,0.0,0,0.0,0.0,1,17.0,0.0,1240.0,855738.0,
hyperledger/besu,1.0,0,1.0,0.0,1,84.0,5.0,364.0,46924.0,58.16
hyperledger/fabric-chaincode-java,1.0,1,0.0,0.0,1,26.0,12.0,173.0,9600.0,77.87
hyscale/hyscale,0.0,0,1.0,1.0,1,28.0,20.0,68.0,351.0,
hzi-braunschweig/sormas-project,,0,,,0,29.0,6.0,321.0,76502.0,
ibm/fhir,,1,1.0,1.0,1,43.0,0.0,154.0,6849.0,
ibotpeaches/apktool,,0,1.0,1.0,1,32.0,36.0,153.0,1718.0,
ical4j/ical4j,1.0,1,0.0,0.0,1,1.0,11.0,381.0,415495.0,61.75
idempiere/idempiere,0.0,0,,,0,35.0,14.0,185.0,748262.0,
ignatov/intellij-erlang,1.0,0,1.0,1.0,1,5.0,32.0,105.0,1961.0,
igniterealtime/openfire,1.0,0,1.0,1.0,1,28.0,22.0,84.0,1736.0,
igniterealtime/smack,0.0,1,1.0,1.0,1,32.0,14.0,97.0,3761.0,
igniterealtime/spark,1.0,0,1.0,1.0,1,0.0,7.0,99.0,986.0,
iiitv/algos,,0,,,0,,,,,
iluwatar/java-design-patterns,1.0,1,,,0,31.0,49.0,490.0,61790.0,55.84
immutables/immutables,1.0,0,1.0,1.0,1,47.0,41.0,91.0,1704.0,
impossibl/pgjdbc-ng,1.0,1,1.0,1.0,1,2.0,7.0,91.0,2431.0,
improbable-research/keanu,0.0,0,0.0,0.0,1,84.0,1.0,328.0,399987.0,
incendo/cloud,0.0,1,1.0,1.0,1,23.0,6.0,607.0,10617.0,
inception-project/inception,1.0,1,,,0,54.0,19.0,340.0,63676.0,
infinispan/infinispan,0.0,1,,0.0,1,42.0,62.0,266.0,7198.0,
influxdata/influxdb-java,1.0,1,1.0,1.0,1,0.0,12.0,23.0,350.0,
innoxia/liliths-throne-public,0.0,0,,,0,7.0,26.0,213.0,903985.0,
inputmice/conversations,,0,1.0,1.0,1,1.0,20.0,225.0,1460.0,
inria/spoon,,1,1.0,1.0,1,60.0,25.0,42.0,3451.0,
inspectit/inspectit-ocelot,1.0,0,,0.0,1,34.0,5.0,151.0,7032.0,
intel-bigdata/hibench,0.0,0,,,0,135.0,43.0,150.0,10578.0,
intellectualsites/fastasyncworldedit,1.0,0,1.0,1.0,1,165.0,18.0,4436.0,724072.0,
intellectualsites/plotsquared,1.0,0,1.0,1.0,1,67.0,11.0,67.0,74259.0,
interestinglab/earth-fleet,0.0,1,1.0,1.0,1,22.0,8.0,146.0,1057.0,
interestinglab/seatunnel,0.0,1,1.0,1.0,1,22.0,8.0,146.0,1057.0,
interestinglab/waterdrop,0.0,1,1.0,1.0,1,22.0,8.0,146.0,1057.0,
intermine/intermine,,1,,,0,1.0,8.0,238.0,78395.0,
internetarchive/heritrix3,0.0,0,1.0,1.0,1,3.0,7.0,86.0,2815.0,
intuit/karate,,0,1.0,1.0,1,12.0,16.0,73.0,4162.0,
ionic-team/capacitor,,0,,,0,24.0,25.0,39.0,1880.0,
ionic-team/capacitor-plugins,,0,,,0,17.0,3.0,32.0,3222.0,
iqss/dataverse,1.0,1,0.0,0.0,1,49.0,38.0,174.0,447797.0,15.72
irisshaders/iris,1.0,0,1.0,1.0,1,27.0,24.0,101.0,4103.0,8.14
iterate-ch/cyberduck,0.0,0,1.0,1.0,1,1.0,23.0,20.0,206971.0,
jabref/jabref,0.0,1,1.0,0.0,1,65.0,47.0,111.0,130450.0,
