repo_name,build_tool,last_commit_sha,success,fail,unclear,error
linkedin/cruise-control,gradle,ccc75168e0182ee06bb0aeb14e5b259c0555d72d,1,0,0,0
naver/ngrinder,gradle,22ecb8a5799e8a22e9dfc0691461775881810966,1,0,0,0
wayoftime/bloodmagic,gradle,8a6bf4993a03d367a7f4db648cbec0fa77498431,1,0,0,0
netflix/ribbon,gradle,7a57aa9aa85dc8b95e68fbc2b04613c2666d77a1,1,0,0,0
reactor/reactor-netty,gradle,17d5f4e3edab487f50dd3416686d92bf8dcd59f9,1,0,0,0
netflix/spectator,gradle,7b8ff35e2c11311d071c1bd190e58a9fb99fbaec,1,0,0,0
functionaljava/functionaljava,gradle,53ab41a58021a17a109772918c9c02f08ed32f8f,1,0,0,0
freenet/fred,gradle,e3089e82c7d7e43f479f055d69c07e9bfc3ea1da,1,0,0,0
mapfish/mapfish-print,gradle,3cd8ae4122db9a17abdf4521fb74c6e82ec80d0f,1,0,0,0
enonic/xp,gradle,0c1d78a69aace2f4dac907c95ef01291f3ef487c,1,0,0,0
movingblocks/terasology,gradle,990ce8ccd5818d8d808af0ccc3d0cd8f678bcb55,1,0,0,0
wala/wala,gradle,bd6ce3b25120b846df2cc0a78a290651943067d9,1,0,0,0
palantir/gradle-baseline,gradle,7f4de8f7742f529cf98afd5cbb4a6eaf9a1b857c,1,0,0,0
spring-projects/spring-integration-samples,gradle,c7f05cc9fc4ab489eba5a0f5bd413072ce42b181,1,0,0,0
marklogic/marklogic-data-hub,gradle,10483a7fb7ef1777ec660c3caead8b41f1e571c5,1,0,0,0
netflix/zuul,gradle,9fc8189c1f7cf648e786ccc9ca35de924ecbb12f,1,0,0,0
twitch4j/twitch4j,gradle,1bec4f6377a5162d496504040228c9ef655a9e10,1,0,0,0
movingblocks/terasologylauncher,gradle,6a41541d93eeba73aea867b649153753de93a251,1,0,0,0
stripe/stripe-java,gradle,6f93d2c5585af4aca93f4e847da705d6ed7f5e57,1,0,0,0
webankblockchain/wecross,gradle,42068b658a09747a706a747cee565daf04e45a7a,1,0,0,0
alex-the-666/ice_and_fire,gradle,3119316313ee70b240c27ab7f75c448d66ae60fe,1,0,0,0
auth0/java-jwt,gradle,f84584714ef2392b77f058feb1a23a851f9d6b84,1,0,0,0
osmlab/atlas,gradle,88b3e8d8f490fa0d53a77330fa169ec7ad19a682,1,0,0,0
embulk/embulk,gradle,ae81178ed63c4b3a63201c1b89a3f25d2ec39f3d,1,0,0,0
consensys/teku,gradle,24dfaae583a90c2eea9380d84a3d70178769440c,1,0,0,0
fabricmc/fabric-loader,gradle,46aaec34be244ec51df00b90a3774de6190aaacd,1,0,0,0
crate/crate,gradle,22881aac75d5a06b0c9492080d99836bb883daa9,1,0,0,0
apple/servicetalk,gradle,8cf0d869487f1291ecd2029d598b5b0ea7ce3e89,1,0,0,0
spring-projects/spring-session,gradle,5fdbfce4c2459eccaf9d145f1e9be528a883bd85,1,0,0,0
movingblocks/destinationsol,gradle,ca0dc74c9d4ed2a3bd8c1f0fa0013c66c917ff2a,1,0,0,0
hivemq/hivemq-community-edition,gradle,e069e392da488a1f06feb99c2c8cf819c7435d84,1,0,0,0
intellectualsites/fastasyncworldedit,gradle,95ecb5609d731b2990147e5392a3eea2de496e92,1,0,0,0
apache/fineract,gradle,d8d383e054b582ae17b3b19bc533c4815d40e4d5,1,0,0,0
vavr-io/vavr,gradle,e43e44b683467d94df90b38b937db2eaaa6a2603,1,0,0,0
azagniotov/stubby4j,gradle,bc1d71a84b40190808bf59b83b72633195a5fecf,1,0,0,0
glowstonemc/glowstone,gradle,4e23a05213b50d4500186e53333d32d45efc4901,1,0,0,0
apache/pulsar-manager,gradle,803234712e7906885f2765f72407b99398b0c154,1,0,0,0
javacord/javacord,gradle,0eed31c2ce38cfd2c60af6bb82c6cdc61caff954,1,0,0,0
junit-pioneer/junit-pioneer,gradle,5bac897f2057d5ca4180dd9486fb52911b3ea9fe,1,0,0,0
palantir/gradle-git-version,gradle,2880bb854002b39c81608c0931863a4d8d4c7aa3,1,0,0,0
testcontainers/testcontainers-java,gradle,d69602467983709d8bdc5665c83f3a0502a189c3,1,0,0,0
skinsrestorer/skinsrestorerx,gradle,25753326984e32d4a6b557ec2c9071155ac1748e,1,0,0,0
oblac/jodd,gradle,18a7db1dc5434fe3255aae1d21f1bbe7b0354cb0,1,0,0,0
neo4j-contrib/neo4j-apoc-procedures,gradle,614dda7476687349a99efb23c746d2188f572856,1,0,0,0
dbfit/dbfit,gradle,99f71eab51c39748f3b551b724346ae02748d13f,1,0,0,0
sonarsource/sonarlint-intellij,gradle,f21dbe361bd7a04c25e495bc3906fbf0272f6f37,1,0,0,0
micrometer-metrics/micrometer,gradle,abe26291c77aaa4175609a186d0fbc378e923577,1,0,0,0
