repo_name,last_commit_sha,pull_number,count_review_requests,count_all_reviews,count_all_review_comments,count_all_comments,count_changed_files,count_total_changed_lines
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6472,0,1,0,0,6,43
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6471,0,1,0,0,2,169
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6464,0,1,0,0,1,3
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6463,0,2,2,0,3,26
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6453,0,1,0,0,2,234
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6451,0,1,0,0,1,2
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6447,0,2,0,0,1,30
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6445,0,2,0,1,4,50
alibaba/nacos,76aeb180d2c7586d853cafd9ced57e2aa65f9401,6444,1,1,0,0,1,37
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2307,0,1,0,2,1,24
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2285,0,1,0,1,1,8921
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2276,0,0,0,1,165,3245
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2275,1,14,17,5,14,8275
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2254,0,1,0,3,1,1
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2253,0,1,0,1,2,4
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2248,0,1,0,1,1,6
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2234,0,2,0,1,1,5
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2226,0,1,0,1,1,2
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2222,0,2,0,2,2,32
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2214,0,1,0,3,1,2
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2206,0,2,0,2,1,2
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2181,1,2,1,3,8,22
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2173,0,2,0,2,2,4
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2163,2,7,5,3,3,103
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2154,1,3,2,2,2,22
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2134,0,1,0,2,2,8
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2127,1,1,0,1,3,2
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2116,0,1,0,4,1,12
alibaba/sentinel,0a34fc4d11392f0587e7ba5bf2626f902b23c750,2110,0,2,0,1,2,8
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2160,0,0,0,0,2,57
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2159,0,0,0,0,2,21
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2152,0,13,12,4,14,755
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2151,0,0,0,0,2,16
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2149,0,0,0,0,2,4
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2146,0,1,0,0,1,17
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2143,0,0,0,1,3,117
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2135,0,0,0,0,1,7
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2121,0,1,0,0,15,486
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2120,0,0,0,0,4,55
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2113,0,1,0,4,1,3
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2104,0,0,0,3,3,441
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2103,0,1,0,0,4,18
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2101,2,0,0,3,13,1919
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2097,0,0,0,0,1,2
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2090,0,0,0,2,1,8
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2087,0,0,0,1,4,32
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2082,0,0,0,2,1,18
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2071,1,0,0,0,5,283
alibaba/spring-cloud-alibaba,1a146c726efcc7eccce508cb7251a88bc2fe1ce4,2050,0,0,0,1,2,4
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,604,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,603,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,602,0,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,601,0,0,0,0,2796,302326
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,600,1,0,0,0,2,70
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,599,1,0,0,0,3,61
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,596,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,595,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,594,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,593,0,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,592,0,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,590,0,0,0,1,6,95
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,587,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,586,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,585,0,0,0,1,3,386479
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,583,0,5,0,1,4,23
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,582,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,581,1,0,0,1,1,2
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,578,0,0,0,1,5,22
aliyun/aliyun-openapi-java-sdk,94bd5a00202f91df7a38bcd2fd2b23ea0dcf80ea,572,1,0,0,1,1,2
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1365,0,2,0,0,1,6
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1363,1,2,0,0,1,4
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1362,0,3,0,0,5,89
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1361,0,6,5,0,8,374
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1360,0,3,0,0,2,67
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1359,1,9,8,0,14,8043
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1356,0,2,0,0,2,8
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1354,0,1,0,0,1,6
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1353,0,2,0,0,8,86
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1351,0,3,0,0,6,29
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1350,0,6,4,0,62,1589
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1347,0,3,0,0,1,8
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1346,0,2,0,1,3,11
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1345,0,5,3,0,10,130
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1344,0,2,0,0,1,6
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1342,0,2,0,0,2,8
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1341,0,1,0,0,1,6
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1340,0,2,0,0,7,48
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1339,0,6,1,0,22,475
allegro/hermes,d6cce21ceec9b9651fcbf3d60059b3dff187d06e,1338,0,3,0,0,1,6
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,629,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,622,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,621,0,2,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,619,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,618,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,617,0,1,0,1,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,616,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,615,0,1,0,0,47,4422
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,614,0,1,0,1,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,612,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,611,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,610,0,1,0,1,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,607,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,606,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,605,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,602,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,600,0,1,0,1,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,599,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,598,0,1,0,0,1,2
allure-framework/allure-java,f18cede3bef36b7f2bec3a47ad5eb982797b027d,597,0,1,0,2,4,66
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1361,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1350,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1349,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1341,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1340,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1335,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1334,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1327,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1326,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1324,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1323,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1322,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1320,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1319,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1316,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1292,0,1,0,0,1,6
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1289,0,1,0,0,1,2
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1288,0,1,0,0,1,30
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1280,0,1,0,0,1,4
allure-framework/allure2,0c947e37c98687ee30ce533443392d691059fb6a,1279,0,1,0,0,1,4
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13873,0,0,0,3,1,22
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13871,1,9,52,4,12,583
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13870,1,13,24,5,2,78
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13869,0,22,48,6,5,5135
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13868,0,1,0,5,1,22
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13866,0,1,0,11,2,8
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13864,0,0,0,3,1,12
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13862,0,0,0,2,16,215
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13861,0,4,2,5,1,13
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13860,0,1,0,3,1,8
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13859,0,1,0,4,1,12
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13858,0,0,0,3,3,268
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13857,0,1,0,2,2,7
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13856,0,2,1,2,2,58
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13855,0,3,2,1,1,18
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13854,0,1,0,4,1,2
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13853,1,1,0,5,1,41
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13852,0,3,2,7,7,144
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13851,0,1,0,4,1,3
alluxio/alluxio,7f30116efd9f789d80902498a8b404aaa560e260,13850,1,1,0,8,1,2
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1949,0,0,0,0,12,330
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1948,0,0,0,0,7,122
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1942,0,1,0,0,2,244
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1940,0,1,0,0,80,4717
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1939,0,0,0,0,21,236
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1938,0,1,0,0,6,33
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1937,0,0,0,0,5,19
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1936,0,0,0,0,6,72
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1933,0,0,0,0,3,19
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1932,0,0,0,0,2,24
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1931,0,0,0,0,7,142
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1928,0,0,0,0,8,440
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1922,0,1,0,0,1,2
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1921,0,1,0,1,3,10
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1919,0,0,0,0,2,31
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1917,0,0,0,0,1,84
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1916,0,3,0,1,9,45
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1915,0,1,0,1,2,4
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1912,0,0,0,0,17,377
alphawallet/alpha-wallet-android,dd114f420df185114792a1823b5c956bdb79d150,1911,0,1,0,0,1,2
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1039,0,0,0,1,1,4
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1035,0,0,0,0,9,656
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1033,0,0,0,0,2,11
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1030,0,0,0,1,14,676
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1027,0,0,0,0,1,8
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1025,0,0,0,0,6,96
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1024,0,0,0,0,6,1196
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1023,0,0,0,1,3,16
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,1022,0,0,0,2,38,11147
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,996,0,0,0,0,1,2
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,991,0,1,0,0,3,121
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,981,0,0,0,0,2,4
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,975,0,0,0,0,1,4
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,974,1,2,2,1,3,97
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,973,0,0,0,3,1,24
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,970,0,0,0,0,5,431
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,965,0,0,0,0,5,251
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,956,0,0,0,2,18,225
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,954,0,0,0,0,1,2
altbeacon/android-beacon-library,6f66678ba6e82c4cdcf2c58a1e6b130fb7e4f9c1,943,0,0,0,3,1,21
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,369,0,11,15,3,3,351
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,368,0,5,5,2,2,320
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,367,0,8,6,1,5,87
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,366,0,1,0,1,1,2
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,365,0,1,0,1,2,4
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,363,0,8,4,8,4,35
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,361,0,4,5,2,3,23
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,357,0,4,3,2,2,39
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,355,0,123,203,4,49,16425
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,354,0,1,0,1,1,2
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,353,0,1,0,2,1,6
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,352,0,2,0,1,2,4
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,351,0,3,4,1,5,309
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,349,0,4,3,3,2,32
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,348,0,1,0,1,1,1
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,347,0,1,0,1,1,10
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,346,0,1,0,1,2,2
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,345,0,1,0,1,1,2
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,344,0,1,0,1,2,4
amzn/ion-java,44aabbc8a47afe12b7f03ef5e3c91a62674ff096,343,0,1,0,1,1,6
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,828,0,0,0,1,1,1
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,807,0,1,0,0,1,65
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,795,0,0,0,0,1,1
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,793,0,1,0,3,22,1197
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,792,0,1,0,0,2,114
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,782,0,0,0,1,31,772
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,781,0,5,4,4,2,10
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,774,0,1,0,0,2,8
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,772,0,0,0,1,4,22
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,771,0,3,2,0,4,262
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,758,0,0,0,0,6,20
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,747,0,3,2,1,3,80
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,744,0,0,0,0,1,2
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,742,0,1,0,3,1,16
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,741,0,1,0,0,1,105
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,738,0,3,2,12,5,1239
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,719,0,0,0,5,3,33
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,718,1,0,0,1,18,823
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,709,0,7,9,1,2,117
andotp/andotp,76dc048bb4acbb98306ca3dde6699b621fc72c65,693,0,1,0,1,8,37
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1363,0,0,0,1,1,202
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1342,0,0,0,0,2,15
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1341,0,0,0,0,4,39
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1340,0,0,0,0,3,35
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1338,0,0,0,0,3,28
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1337,0,0,0,0,5,57
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1336,0,0,0,0,2,49
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1335,0,0,0,0,2,39
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1333,0,0,0,0,1,66
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1330,0,0,0,0,1,10
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1326,0,1,0,1,2,24
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1322,0,0,0,0,1,4
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1317,0,0,0,3,5,249
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1261,0,0,0,2,5,37
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1157,0,1,0,1,1,76
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1114,0,0,0,2,1,4
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1101,0,0,0,0,1,10
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1032,0,0,0,4,3,126
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,1021,0,0,0,1,1,32
android-async-http/android-async-http,018a0b8d96a0dd569de9f8128cfe5d030e0423ef,988,0,0,5,3,3,149
android/android-test,0e2bab7d6f329d3981f526e6a3066c09ad3bde6f,1025,0,0,0,0,3,153
android/android-test,0e2bab7d6f329d3981f526e6a3066c09ad3bde6f,1024,0,0,0,0,6,82
android/android-test,0e2bab7d6f329d3981f526e6a3066c09ad3bde6f,1023,0,0,0,0,4,105
android/android-test,0e2bab7d6f329d3981f526e6a3066c09ad3bde6f,1021,0,0,0,0,2,13
android/android-test,0e2bab7d6f329d3981f526e6a3066c09ad3bde6f,1020,0,0,0,0,6,12
android/android-test,0e2bab7d6f329d3981f526e6a3066c09ad3bde6f,1019,0,0,0,0,6,12
